구별,소계,최근증가율,인구수,한국인,외국인,고령자,외국인비율,고령자비율
강남구,5221,52.17137860682017,549898,544804,5094,72602,0.926353614670357,13.2028121578911
강동구,1879,82.96007789678676,457042,452646,4396,66401,0.9618372053334268,14.528424083563435
강북구,1265,83.06801736613603,316750,312985,3765,61660,1.1886345698500393,19.466456195737962
강서구,1617,77.88778877887789,595703,589302,6401,85992,1.0745287500650493,14.435381389719373
관악구,3985,99.1504247876062,516662,499374,17288,76664,3.3460947389202222,14.838327571990973
