시가,고가,저가,종가,거래량,거래대금,등락률
6760,6880,6740,6830,12353,84378840,1.04
9320,9830,8990,9560,802236,7538309230,2.58
24300,25000,24150,24900,1184973,29071549100,4.4
8750,8830,8590,8740,185524,1615041070,0.23
712,712,700,704,66468,46989446,0.72
7100,7100,7000,7100,125782,885208240,0.71
13000,13150,13000,13100,2759,36041950,-0.38
23650,24350,23600,24100,44959,1077175800,2.12
70700,70700,70000,70000,49,3444000,-1.96
34750,34750,34700,34700,82,2847600,-0.43
3290,3290,3215,3275,21673,70252850,0.15
45950,46600,45050,46500,742273,33911760950,1.86
290500,291500,285000,289500,8474,2440672500,1.4
44900,45100,44000,44600,10610,473906350,0.0
4300,4400,4300,4345,24943,108666900,1.52
5040,5090,5000,5080,47903,241569700,0.79
4070,4270,4070,4170,16164,67209315,2.21
2450,2495,2440,2465,476496,1175774205,1.86
12800,13000,12700,12950,398008,5111356500,2.78
72300,72300,60900,61000,10921,712027100,-22.78
24750,25250,24700,25150,95445,2385231250,2.03
1515,1540,1500,1525,246392,374958520,0.99
13850,14050,13850,14000,5335,74549900,1.45
48050,48400,47800,47800,653,31315450,-0.21
59100,59600,58800,59500,362,21458100,1.19
624,630,612,624,58250,36222774,0.97
9860,9860,9620,9690,24824,240175400,-1.02
36600,36750,36450,36600,280721,10273515900,0.0
80600,80600,80000,80500,65913,5297955500,0.5
1980,2010,1980,2000,51453,102541510,1.01
2575,2595,2550,2590,36958,95233475,0.58
16050,16100,15900,15950,4000,63844150,-0.31
79600,79700,77300,78600,90993,7098566600,1.03
15400,15500,15000,15450,1004166,15245443400,0.65
701000,723000,699000,715000,51734,37018141000,4.38
323000,329500,323000,327000,5921,1937247500,1.71
374500,375000,367500,371000,108436,40233033500,0.13
62900,62900,61500,62000,414,25653900,0.49
12450,12450,12300,12300,249623,3080649100,0.0
349500,359500,337000,339500,189159,65821775500,-1.45
94000,96000,93500,95000,532404,50454455600,2.04
45550,46350,45250,45900,16110,740727800,2.23
5290,5410,5280,5350,188816,1007307300,1.33
515000,532000,513000,522000,121648,63537580000,3.16
238500,243500,237500,240000,6282,1505296000,1.05
69500,70200,67900,69600,73130,5043886900,0.72
53800,54100,52600,53600,111574,5951946200,0.94
52500,52500,50600,51700,155074,7967600400,-0.19
2595,2640,2570,2620,6250,16296975,1.95
6880,7000,6760,6860,80406,548815090,-0.15
29000,29150,28600,28950,178304,5145858050,1.05
41300,41900,41300,41650,6131,254831000,0.6
20000,20000,19850,20000,215,4289050,0.5
8870,8930,8810,8930,105105,929295510,0.9
12050,12200,11800,12100,711,8526350,0.83
8300,8450,8270,8440,9446,79341170,2.3
246000,249000,243000,245000,280386,68868068500,0.62
28900,28900,27850,28050,78687,2215818700,-1.92
4540,4540,4490,4520,14656,66076565,-0.33
9170,9170,9070,9110,187833,1708324740,0.33
9220,9300,9190,9220,8274,76279100,0.0
4635,4640,4585,4635,7785,35921090,0.11
15150,15250,14950,15100,35940,540814800,-0.66
4635,4710,4540,4635,102567,474799435,0.0
7820,8060,7740,7840,539346,4249628860,1.69
4405,4650,4320,4460,102058,457884620,1.25
127000,128500,122000,127500,331319,41614310000,1.59
34150,34800,33600,33850,49107,1676060050,-0.59
232000,232500,227500,229500,139882,32036474000,-0.22
92000,93300,91400,92700,222205,20483186700,0.22
56100,57700,56100,57100,4847,276611500,0.35
41000,41300,40500,41200,12873,529025700,0.61
33700,34200,33150,33550,10320,347877100,0.75
1305,1330,1305,1330,44007,57970665,2.31
545,547,539,544,139602,75824238,1.12
29650,30800,29600,30100,7286,219430100,2.03
968,978,964,973,789585,766866437,1.14
6200,6290,6160,6290,67759,421818740,2.61
3400,3450,3360,3440,1601,5434600,1.78
2900,2960,2900,2940,10576,30801210,1.38
209000,209000,206000,207500,39651,8228304000,0.97
130500,134000,128000,131000,103429,13621678500,1.95
113500,114500,111500,112500,4210,473924000,0.0
4165,4205,4150,4200,143365,598727000,0.6
57100,58000,57100,58000,119,6880900,2.11
34500,35200,34100,34900,14071,490446100,2.2
29850,31800,29750,30450,5215,159597200,2.53
24950,25000,24750,24850,2021,50234000,0.0
8180,8210,8130,8210,24607,201354400,0.37
5640,5670,5600,5670,81554,459849370,1.43
123500,145500,123500,142500,4195600,576454183000,17.28
76500,80500,76100,80000,135770,10729846700,5.4
38600,40000,38500,39650,312624,12351548600,4.07
82600,83000,81500,82200,511317,41945459900,0.49
183500,183500,180000,182500,456,82699500,0.27
172000,174500,170000,172500,186330,31961658500,0.88
108000,109000,107000,108500,980,105607500,0.93
721,722,715,719,406798,291959653,0.56
2990,3000,2990,2995,9436,28260395,-0.99
97000,103500,96900,102500,87467,8812997000,6.0
52100,55500,51600,53800,40509,2184427000,3.86
54500,54500,53000,53700,268748,14413684600,-0.19
91300,95200,91300,94200,1939120,182114513200,2.28
40100,40150,39700,40000,8445,337518400,1.01
15900,16100,15350,15950,21653,340322400,3.57
6700,6840,6670,6810,17220,116441030,1.64
15500,15500,15350,15500,1067,16479050,0.0
81700,83000,80500,81600,7650,622791800,-1.09
3250,3285,3245,3265,6692,21798620,0.15
13300,13300,12900,13150,23990,312999800,1.54
4105,4350,4105,4130,22189,92226760,0.73
4555,4595,4500,4595,4185,18975890,-0.54
1975,2040,1965,1975,27654,54842130,0.25
12600,12850,12450,12650,532705,6738794050,3.69
19800,19950,19350,19500,99849,1951955850,-0.26
2445,2465,2390,2450,1684932,4083277045,2.08
3280,3355,3255,3295,7414,24269795,0.46
5420,5490,5330,5390,838590,4537699050,0.37
23200,23200,22750,23000,9198,210872050,1.32
20500,20900,20450,20800,503,10362000,1.46
26100,26200,25550,25800,150653,3887663600,0.0
1805,1860,1785,1860,53403,96824105,3.62
10600,10700,10550,10600,13334,141579700,0.47
38500,39400,38500,38750,4160,161533150,0.65
20100,20400,19900,20300,7042,141473650,1.0
33950,33950,33350,33650,755,25300350,-0.3
12100,12350,11850,12250,6130,74340250,1.66
6990,7180,6990,7140,9019,64216440,2.15
5340,5420,5310,5370,67800,362998760,1.13
24850,25400,24600,25300,994,25011750,1.81
24250,24950,24250,24800,12842,315248050,2.69
0,0,0,3585,0,0,0.0
0,0,0,6770,0,0,0.0
6830,7360,6470,6980,14827674,103972666800,12.58
456000,462000,453000,460000,20733,9497220000,1.77
20400,20650,20050,20250,24314,492460150,-0.74
6260,6370,6260,6330,17838,112571810,0.8
3130,3250,3105,3205,4199346,13394943310,5.43
2250,2265,2230,2245,29958,67110030,-0.44
33000,33200,32950,33150,820,27125950,0.45
6330,6360,6280,6310,3502,22095100,-0.32
11550,11750,11550,11750,8893,103847500,0.86
48850,49200,48800,49150,6392,313071800,0.72
1725,1810,1725,1805,397012,705524175,5.56
1235,1235,1200,1210,364412,441197045,-1.22
5710,5790,5600,5630,710467,4043857940,-1.23
6800,7200,6800,6980,60769,426619210,2.65
3505,3545,3495,3535,84118,295769885,1.0
7130,7180,7000,7100,121794,862959390,-0.14
12500,12600,12500,12600,109,1370200,0.8
70000,72000,70000,71200,926,65839300,1.86
4890,4910,4780,4855,222002,1079034335,-0.1
7840,7920,7830,7910,33952,267051500,0.89
27000,27000,26700,26900,88,2372200,2.48
139500,139500,136000,137500,39270,5390438500,0.0
87300,88800,87000,87600,2833,247534700,0.23
1265,1315,1265,1290,659528,852623400,1.98
1330,1375,1320,1335,91295,122607630,0.38
3485,3500,3340,3495,148367,508004585,4.33
3490,3590,3490,3525,2883,10174535,1.0
75900,76100,74600,75900,727668,54805010500,0.66
9200,9260,9080,9220,817610,7488768210,0.77
1885,1930,1880,1905,324256,615766375,1.87
3275,3330,3275,3325,13951,46230855,1.68
18650,19000,18650,19000,334,6234700,1.88
11250,11600,11100,11500,109437,1235746800,0.44
2070,2105,2050,2070,282831,587442335,0.49
22050,22350,22050,22300,1389,30763800,1.36
2220,2250,2210,2235,38962,86903925,0.9
366500,372000,364500,368000,316,116065500,-0.27
0,0,0,200500,0,0,0.0
9290,9400,9210,9350,222007,2066461950,2.07
3400,3520,3400,3475,2558,8902130,1.76
2975,3015,2970,3015,569,1715450,0.5
5380,5400,5290,5400,26079,139961890,2.47
2695,2695,2660,2695,279,750650,0.56
69500,70000,68400,69000,64220,4431639500,1.17
8320,8370,8270,8330,18715,155477010,0.36
15150,15200,15150,15200,94,1425250,0.66
10650,10750,10500,10700,637,6761700,0.47
25600,25700,25600,25700,678,17424400,-0.19
173500,182500,171000,182500,41891,7423493000,7.35
20000,20250,19600,20200,53536,1069628750,2.8
59000,59000,57700,57900,1816,106073000,-1.03
288500,289500,283500,283500,7241,2070707500,-1.56
68500,69000,68400,68700,502,34532900,0.44
5660,5720,5570,5650,441160,2484866520,-2.08
4270,4290,4230,4260,42947,182931175,0.12
17500,17800,17500,17750,9395,165650300,1.43
4495,4660,4495,4570,6772,31020985,2.7
2870,2900,2840,2885,4969,14271440,0.52
2190,2190,2165,2185,2647,5769740,0.46
11250,11250,11000,11200,953,10511850,-0.44
6170,6250,6160,6180,25430,157714980,1.31
9370,9490,9220,9290,1595,14799360,-0.85
27200,28450,27200,28000,836216,23473335150,4.87
11950,12350,11900,12150,5556,67310550,3.4
11300,11350,11100,11250,67925,761476750,1.35
6210,6350,6210,6310,3894,24512670,0.64
4835,4945,4835,4930,5825,28564350,1.65
4000,4000,3840,3875,1908,7539540,2.24
21500,21700,21400,21550,25943,558042300,0.23
16100,16100,15800,15900,1913,30445150,-0.63
8080,8080,7910,7970,9274,73769970,0.0
9840,10300,9840,9940,765,7591690,0.0
5050,5070,4965,5020,191563,959205845,1.11
10450,10600,10200,10500,256327,2666457200,1.94
76300,76300,74000,75000,138545,10342272400,-0.53
15000,15050,14900,14900,9223,138015500,-0.33
13200,13200,13100,13200,463,6104450,0.0
13700,13750,13500,13650,21846,297799850,0.0
3470,3540,3465,3520,91374,320088465,1.15
1605,1630,1600,1615,118565,191304855,1.57
5580,5620,5500,5600,479089,2661555670,1.82
1765,1805,1710,1790,69380,123461510,1.99
20350,20700,19900,20600,338165,6869122200,2.49
27750,27750,27100,27500,9983,273088700,1.48
180000,180000,173500,179000,17757,3132061000,0.85
2750,2795,2740,2770,20313,56179055,1.09
1450,1480,1445,1475,176106,257300575,2.79
2615,2615,2555,2555,1433,3716795,-0.97
16650,17000,16500,16950,137178,2307696750,3.35
2625,2625,2420,2430,280996,709136680,1.67
818,823,805,817,88934,72226307,1.36
856,864,848,852,115110,98025625,0.47
1355,1375,1350,1375,101920,138865705,1.85
5220,5310,5070,5180,100689,518101770,0.0
49250,49650,49250,49650,278,13724900,-0.3
130000,131000,126500,128500,17599,2261033000,0.0
1770,1825,1765,1805,7419205,13302717965,3.44
15250,15250,14900,15100,9156,137842450,0.0
3180,3245,3140,3190,525094,1676232615,1.75
3115,3180,3075,3120,73772,230405020,1.79
134500,137500,134500,135000,1084,146877500,0.0
26100,26150,25300,25550,752456,19274691500,-0.58
34400,34600,32950,33200,5650,189248550,-2.06
2420,2450,2400,2435,344478,835950705,1.46
105500,106500,104500,105000,135,14179000,-0.47
2035,2060,2020,2045,69021,140619150,0.49
2275,2315,2250,2300,132043,301680660,0.88
41850,42300,41750,42050,16192,679730300,1.08
37500,37650,36500,36750,66978,2475550950,-1.21
6110,6210,6050,6130,44662,273592700,0.66
7230,7260,7170,7220,3307,23830860,-0.14
2375,2525,2375,2445,41913,103102220,3.16
86300,87000,83100,83400,48326,4082852800,-3.36
9240,9250,9040,9250,223669,2041816960,-0.32
12700,12750,12300,12500,349095,4366083500,-0.4
59200,59200,58600,59000,528,31249200,-0.34
2675,2710,2660,2700,53460,143539600,0.19
6740,6800,6720,6760,4792,32337730,0.6
10700,10700,10500,10650,24360,258518650,0.0
25200,25200,25150,25150,52,1307900,0.0
26100,26100,25700,25900,11207,289875400,1.17
7770,7780,7680,7730,7503,57921260,-0.13
4005,4050,3930,3955,21088,83470545,-1.13
101000,102500,101000,101500,630,64049500,0.0
57700,58700,57700,58500,1428,83203100,1.56
16600,16650,16350,16550,7153,117862950,0.61
11450,11600,11450,11500,660,7604400,0.44
1135,1150,1110,1130,129744,146266750,0.44
12800,12800,12600,12600,1033,13100200,0.4
37250,37250,29300,30000,33734,1117158750,-34.78
16000,16000,15250,15550,304,4721950,0.32
5780,5790,5600,5650,27709,157464420,-0.53
6260,6260,6180,6180,86,532960,0.16
1100,1115,1090,1105,889068,978777035,0.0
4730,4785,4660,4735,21520,101304530,-0.42
157000,157500,154000,155000,695,107818000,-1.27
844,849,830,843,18660,15666271,-0.12
212000,215000,210000,211000,1440,304053500,0.24
8920,9140,8920,9090,10291,93271920,1.91
53000,53200,52000,52900,6441,338966500,1.54
31100,31500,31100,31500,63,1960500,-1.1
7830,8130,7760,8070,264287,2106102720,0.88
167000,170000,167000,168000,2472,419790000,-0.59
3140,3205,3140,3180,33859,107195110,1.27
10400,10600,10300,10500,69761,726555300,1.45
65200,67800,64700,67800,44341,2937994700,6.1
94400,97000,90200,93800,3719,348863000,5.16
29000,29000,28150,28750,97050,2763601500,0.88
18100,18850,17800,18650,5849421,106900252900,6.88
45200,45750,43900,45350,5869,262297900,3.07
29900,30200,29450,30100,102658,3059578550,2.91
9190,9340,9190,9300,3123,29009650,1.31
12350,12500,12150,12500,3223,39830650,3.31
2695,2740,2635,2725,51075,138059860,1.3
9630,9660,9500,9570,63244,606691360,0.74
22150,22300,21750,21850,23666,518765950,-2.02
5780,5930,5780,5820,57672,337088050,1.39
4110,4140,4055,4105,32552,133025030,0.86
4420,4460,4390,4425,42989,189457750,-0.11
6890,6950,6700,6830,295088,2010129780,4.59
12550,12650,12400,12650,30664,383468450,1.2
7860,7880,7810,7840,12215,95802500,-0.25
11800,11900,11500,11700,241461,2816746000,-0.43
37250,37600,36650,36700,37408,1380131100,-2.13
5400,5400,5340,5350,31602,169407710,-0.93
1675,1675,1615,1650,124268,203418175,0.61
99900,100500,97000,97800,47975,4708933100,-1.51
66500,66700,65400,66600,28509,1886594200,1.37
26250,26450,25950,26100,10168,266525200,0.38
117500,118000,116000,117000,1806,211119000,-0.85
34900,35800,34550,35600,135661,4783390750,3.19
47850,48050,46000,47250,436,20497650,-1.25
173500,175000,170000,174500,12218,2110050000,1.45
71200,71200,70000,70400,601,42141700,-0.71
183000,184000,179500,181500,41411,7477535000,1.11
0,0,0,311000,0,0,0.0
16500,16600,16300,16600,4691,77161600,0.61
1515,1540,1510,1530,178194,271271145,1.32
4990,4990,4890,4935,7480,36889805,0.61
45950,46950,45450,46900,106241,4918766050,3.3
22000,22100,21900,22050,1570,34586050,0.92
12150,12150,11850,12100,640239,7674347400,0.41
4530,4560,4500,4550,3255,14697455,0.44
27000,27000,26100,26700,36393,962746450,0.75
4600,4620,4500,4620,346818,1578284660,1.99
32950,33250,31900,33000,57102,1867547800,1.38
848,849,781,802,1068089,862072063,-3.37
3240,3325,3240,3270,21700,71127925,0.62
16250,16300,16050,16300,70575,1141019550,2.19
3185,3260,3185,3240,43928,141974130,1.73
3270,3355,3270,3345,34650,115069755,1.52
4590,4590,4440,4530,241,1080360,0.11
8490,8490,8340,8400,3759,31526540,0.24
3880,3930,3880,3915,66328,258497200,1.56
2510,2555,2510,2535,59243,150087735,1.0
6500,6580,6460,6540,15661,102045260,0.62
3555,3590,3480,3570,44927,159158505,0.85
9850,10000,9840,9940,8728,86499220,1.02
312,314,308,311,117467,36487664,2.3
4620,4640,4610,4635,15966,73845445,0.11
4270,4305,4230,4240,7765,32955095,-0.82
3105,3130,3095,3105,3244,10080850,-0.96
6520,6520,6360,6420,643332,4133182950,-0.62
3795,3805,3760,3770,73147,275956285,0.4
4250,4405,4250,4310,4706,20154445,1.17
176500,177500,175500,176500,1163,205221000,0.0
197500,198500,196000,198500,278,54563500,0.25
134000,134000,133000,133500,32,4267000,-0.37
65800,66400,65700,66300,40,2636700,0.3
79200,79500,78800,79500,64,5054300,0.89
3335,3340,3310,3340,12744,42302315,0.15
2820,2850,2810,2830,11980,33866220,-0.35
4205,4280,4200,4250,58855,249364220,1.67
8760,9050,8760,9050,94760,850131800,2.96
4720,4825,4660,4755,629375,2988771485,0.32
205,205,204,205,42398,8654089,0.49
2660,2710,2655,2700,112755,302610605,2.27
1650,1680,1650,1675,42343,70525195,1.82
10150,10500,10150,10450,44489,459207150,2.96
717,724,712,720,55547,39826960,0.56
8780,8780,8600,8730,94087,815286110,1.51
21250,21400,21250,21300,351,7497750,0.0
20150,20150,20150,20150,80,1612000,0.25
3500,3560,3495,3560,38201,134911585,1.86
77100,79500,77100,77900,914,71182400,1.04
790,827,790,816,1294498,1054559980,2.51
1650,1680,1650,1670,25395,42512290,1.21
5970,6100,5940,5970,5844,35041500,0.0
0,0,0,904,0,0,0.0
47300,47300,46700,46900,3340,156950000,-0.21
24800,24900,24300,24500,7210,177136150,0.82
1610,1720,1570,1580,14369523,23341175900,3.95
44550,44650,43700,44200,1786,78701650,0.23
5000,5060,5000,5000,27014,135727050,1.21
9140,9140,9020,9080,3756,34085490,-0.22
2140,2175,2125,2150,2951860,6334513170,0.47
531000,541000,529000,538000,100671,54020357000,3.07
270000,273500,270000,273000,1602,435302000,2.06
10500,10950,10450,10600,2694,28644100,1.92
113500,115500,112500,115500,123478,14052774500,3.13
103000,104500,102000,103500,680,70003500,1.97
808000,810000,802000,809000,18354,14824812000,1.13
60200,60200,59000,59500,95724,5671967900,0.34
132000,134000,130500,134000,65366,8695605500,3.47
20150,20350,19200,20300,1218484,24155233950,1.5
132000,135500,132000,134000,399702,53557989500,2.68
73100,74500,73100,74000,1571,116368300,1.65
56400,58200,56300,58200,12208348,703220176300,3.19
51600,53000,51600,53000,668423,35039104900,2.12
3245,3295,3245,3275,88691,289604005,1.24
5490,5550,5430,5520,2263525,12412760870,1.66
228000,228000,227500,228000,128,29165000,0.0
33500,33500,33050,33250,138869,4607553250,0.0
24050,24900,24050,24550,14441,352262300,2.29
30950,30950,30200,30300,50057,1515913150,-0.49
186500,188500,183500,188500,31182,5808128000,2.17
152500,152500,150000,152000,6605,997922500,0.0
16300,16850,16300,16700,12353,205500450,2.45
40300,41000,40300,40750,1953,79525250,0.62
32300,32300,32300,32300,20,646000,0.62
107000,108000,104500,105500,31201,3298273000,-1.86
52400,52600,52100,52500,107,5601000,0.19
17150,17400,16900,17100,5401,92112050,-1.16
70900,71500,70300,71300,4188,296855500,1.28
58500,58500,58300,58300,18,1052800,0.17
13400,13450,13400,13450,615,8258000,0.37
10350,10450,10300,10450,5282,54745200,1.95
2380,2415,2365,2375,30425,72463890,-0.63
2575,2630,2545,2575,2313,5949690,0.59
11850,11900,11650,11750,10794,127059100,0.0
1375,1395,1370,1395,36866,51133195,1.45
7220,7220,7110,7180,6529,46882120,1.56
7670,7790,7630,7750,33347,257205460,1.17
26000,26000,25700,25750,637,16500150,-0.96
24900,24950,24550,24750,4817,118723400,-0.2
182500,183500,180000,182000,14493,2624544500,-0.27
3860,3880,3780,3870,22043,84877160,1.04
36300,37200,36150,36650,3185,116084850,0.27
17900,18500,17900,18250,4233,76898350,1.39
2855,3040,2790,2935,17158,50125245,3.71
39000,39750,38950,39500,8704,343564000,2.2
6500,6750,6500,6580,7186,47378580,1.23
949,958,943,958,24103,22922739,1.81
3185,3240,3185,3220,9908,31849220,0.0
4800,4910,4785,4810,1265,6069985,0.63
57300,58300,55400,56400,47017,2671140300,0.53
35350,35900,35250,35700,7694,272755200,2.29
7130,7190,7070,7170,27094,193154710,0.84
7870,7970,7820,7960,121015,955296810,1.79
241000,243500,239000,240500,12820,3088972500,-0.21
247,254,247,252,871486,218782705,2.02
3240,3260,3220,3220,4425,14290110,0.63
1365,1405,1365,1390,49317,68386070,1.83
32150,32200,31750,32200,5266,168090650,0.16
0,0,0,3000,0,0,0.0
9910,9990,9820,9910,53830,532320380,0.2
1725,1765,1720,1750,15202,26500475,1.74
8080,8080,8080,8080,4,32320,0.75
3525,3555,3515,3545,63684,224823920,1.14
9100,9210,9090,9200,27080,247695100,0.88
13100,13250,12900,12950,5492,71688350,-1.52
560,606,560,589,2668415,1563722066,5.18
1950,2130,1950,1990,297518,604083505,2.05
8340,8480,8200,8390,7408,61412080,-0.47
10100,10250,10100,10200,9156,93038850,0.99
6580,6580,6580,6580,555,3651900,0.61
49500,50300,49400,50200,10134,505187950,2.03
15250,15250,14900,15000,21950,330137300,-0.99
149500,151500,145500,149000,6706,995048500,-0.33
129000,129000,125000,128000,12997,1645797000,0.79
13650,13700,13400,13550,5674,76923050,-0.37
94600,95500,94600,95500,12,1141000,-0.1
1675,1710,1580,1610,248295,403737050,0.0
608,620,597,603,341916,206721866,-0.82
0,0,0,8090,0,0,0.0
2800,2840,2800,2835,7938,22456220,0.35
5210,5280,5210,5260,14497,75913630,1.74
5770,5810,5700,5810,56482,324429920,1.93
1290,1315,1290,1300,25672,33374580,0.0
12000,12650,12000,12500,18224,226152100,3.31
0,0,0,2490,0,0,0.0
188000,189000,184500,188500,175041,32665439000,1.07
43200,43900,42900,43600,37419,1627816500,2.11
10200,10500,10200,10400,2693,27885250,1.96
13350,13650,13350,13500,589,8002000,1.12
19500,19650,19250,19450,40251,780865400,0.26
19450,20000,19350,20000,92579,1817765650,3.9
3175,3205,3150,3180,657469,2085772720,-0.93
8430,8500,8300,8310,40127,337563050,-0.48
7250,7300,7100,7140,72562,521090080,-0.14
43500,56400,43500,56400,387206,20880822800,29.8
86300,87300,86300,86800,25,2174900,0.0
31450,31450,31100,31400,2017,63063800,-0.16
10350,10500,10350,10500,1015,10563450,0.96
1900,1910,1850,1895,781437,1470390735,0.26
2830,2855,2795,2805,140086,394063230,-0.88
220500,221500,215500,217500,12975,2826015000,0.69
14000,14250,13900,13950,14364,201658750,-0.36
24900,25350,24900,25300,2879,72445850,1.61
30800,30800,29650,30000,33549,1007949350,-0.33
57300,58800,57000,58400,1215,70372200,1.92
13850,14000,12900,13300,2030129,27308755400,0.76
11300,11350,11300,11350,95,1074900,0.44
55200,55600,54700,54800,355,19604100,-0.54
55600,56500,55600,55800,385,21484100,-0.71
1620,1645,1620,1630,206803,337474125,1.24
32700,32700,23500,23500,23761,634240900,-21.67
2215,2255,2165,2200,1530636,3365167340,-0.68
23350,24150,23050,24050,327713,7754199700,3.66
45000,47100,45000,46000,6626,307692000,3.37
1515,1550,1515,1540,37912,58402620,3.36
4950,5050,4920,5050,46145,230907995,1.71
7790,7790,7700,7710,14767,113959010,-1.03
35100,35700,34550,35600,1055091,37006679700,0.42
16200,16300,16050,16100,619,9961750,-0.62
534,545,531,542,3657653,1968013025,1.88
6560,6560,6390,6430,301301,1939430850,-1.08
0,0,0,2770,0,0,0.0
2745,2745,2585,2625,1102799,2899597395,-4.2
0,0,0,6410,0,0,0.0
1180,1215,1165,1195,314181,372690460,1.7
48550,48750,47450,48250,147007,7100034950,-0.1
2355,2405,2335,2365,841592,1998044470,1.5
38200,38500,37650,38400,47003,1790681700,2.95
31300,31800,31300,31500,753,23755050,1.29
14250,14400,14200,14350,1951,27863050,1.06
132000,136000,131500,135500,99729,13397719000,3.83
50300,51100,50100,50800,2718,138145100,1.6
115500,118500,115500,116000,347,40641500,0.0
10000,10200,9950,10150,22726,228616080,1.5
33400,33850,33200,33500,4817,161463800,0.6
1160,1185,1150,1185,46988,55082885,3.49
13800,13850,13650,13750,1849,25443500,0.36
15600,15600,15150,15300,112020,1713661400,0.33
10100,10250,10050,10250,21261,216125400,1.49
37950,38900,37650,38800,22749,872755550,3.6
10100,10450,10100,10350,29008,298951300,2.99
2845,2890,2840,2865,140406,401319045,1.24
14400,14650,14400,14550,10561,152958400,1.04
8280,8300,8240,8290,8317,68767790,0.85
1350,1470,1330,1350,1707496,2385405200,3.05
43750,46300,43400,45800,493388,22166009800,5.77
28200,28550,27850,28450,71919,2026129750,2.34
0,0,0,1530,0,0,0.0
63400,63600,62900,63300,11481,725763300,0.96
2340,2365,2280,2345,122836,284961580,0.21
1420,1445,1410,1425,134958,192543060,0.71
5590,5620,5460,5570,1904,10491890,-0.54
5010,5630,5010,5340,129979,677774830,7.88
2450,2460,2310,2395,58674,140448215,-1.64
1575,1640,1570,1630,2352011,3761592615,4.82
595,596,580,590,226152,133565722,0.85
5450,5450,5260,5340,9096,48216910,-0.19
364000,375500,364000,373000,74159,27558829500,3.47
2100,2105,2095,2095,11432,24001280,-0.24
842,874,842,868,87700,75146580,1.88
2820,2895,2810,2870,40653,115554685,1.06
31700,32150,30150,31100,42335,1332436500,-0.16
3520,3550,3505,3535,6199,21827645,-0.14
39950,40000,38600,39250,67941,2656853100,-0.63
47200,47200,46300,46600,7378,344653100,-1.27
3525,3540,3485,3520,128538,451327130,0.57
508000,508000,499000,502000,841,422165500,-0.2
7080,7120,6960,7040,82903,580857470,0.72
1070,1085,1060,1070,76232,81500940,0.0
786,786,774,780,33465,26056592,1.43
34400,34600,34250,34300,302,10386300,0.29
435000,437500,431500,436500,1071,466271500,1.39
757,764,754,757,64742,49179911,-0.26
106000,108000,104500,107500,43954,4701291000,2.38
14850,15150,14750,15150,60514,904670050,2.02
813,820,798,803,501591,404542091,-0.25
4035,4035,3970,4005,6278,25133095,1.14
11400,11500,11150,11500,1867655,21156239500,1.77
892,895,884,891,653599,581451829,0.34
24450,24850,24250,24450,5128,125872000,0.82
2480,2480,2400,2435,50557,123033080,3.18
12050,12400,11600,12150,2562826,30824867000,8.0
5920,6080,5910,5970,8674,51722170,0.17
3205,3260,3200,3225,4861,15639025,0.78
1375,1400,1355,1385,139900,192260765,1.47
