시가,고가,저가,종가,거래량,거래대금,등락률
3490,3510,3365,3400,308948,1058625045,-1.16
539000,539000,526000,534000,495,263028000,-0.93
7150,7290,6850,7070,152667,1074534380,-1.12
1060,1070,1010,1015,261355,269086825,-3.33
765,765,718,733,161710,119363068,-3.04
34900,34900,34400,34700,538,18558550,-0.57
430000,438000,427000,437500,3134,1362084000,1.86
718,730,701,725,217115,155795483,1.12
106500,109000,105000,108000,150928,16181629500,1.89
15250,15400,15050,15350,100342,1530284500,0.66
842,857,786,799,1738677,1402137193,-4.77
3980,4140,3860,3890,44479,175201010,-2.26
12000,12000,11500,11650,2622898,30635157350,-2.92
890,902,884,895,4668388,4160651807,0.67
23450,24100,23200,23950,11104,260685200,1.7
2225,2290,2200,2270,35541,79574130,0.44
12150,12250,11100,11300,1540915,17753928300,-7.0
5750,6250,5630,5780,28419,162947590,0.0
3220,3470,3125,3310,111496,357372055,1.07
1380,1410,1340,1350,295003,402653725,-1.82
2300,2325,2230,2270,91728,208416145,-1.3
21600,22050,21150,21250,1442,30890900,-4.49
1540,1610,1540,1565,492485,776271935,1.62
902,916,880,897,220923,198349966,-1.32
21300,21550,20850,21050,25017,527329400,-1.17
95500,96500,91400,94500,37144,3472107800,-1.05
6330,7250,6030,6210,7929663,52877080650,1.8
2240,2490,2075,2325,4729435,11079349265,5.44
1170,1170,1135,1160,155591,178834865,1.31
8530,8660,8320,8500,88558,751458410,-0.35
2845,2845,2770,2770,6555,18275720,-1.6
5730,5870,5650,5750,48333,275722000,-1.03
2670,2700,2635,2680,119986,318860800,-0.19
2815,2930,2800,2855,2035,5788590,1.06
2970,3030,2805,2920,85085,247324310,-1.68
6040,6250,5990,6040,123167,751848980,0.0
8090,8360,7890,8120,13119,106917830,0.87
16050,16150,16000,16100,690,11098900,0.63
2640,2660,2580,2620,77000,200916730,-0.57
55900,57100,55700,57000,160728,9089796100,1.79
54100,54800,53900,54400,243,13205500,0.18
2335,2385,2295,2300,19152,44208510,-1.71
2400,2490,2400,2490,77,186240,3.75
19050,19050,18450,18550,15413,288602900,-2.11
8350,8350,7880,8020,42482,342709430,-3.14
2870,2900,2710,2800,410968,1150740085,-2.44
45000,45550,44500,45200,9225,414092150,0.22
5790,5840,5610,5680,41516,235600650,-1.9
107500,108000,105000,106000,82198,8720146000,-0.47
6660,6710,6300,6390,907345,5834199350,-2.89
14850,14900,13800,14000,573709,8138727900,-5.72
1250,1285,1180,1220,224013,276278240,-2.79
1240,1480,1230,1270,3757022,5096641280,6.72
3045,3130,2900,2910,230894,689309640,-4.43
21050,21750,20500,20950,62178,1306269950,-0.48
1705,1740,1660,1680,207013,350996855,-2.04
5080,5080,4765,4825,72945,355142790,-2.72
5250,5250,4960,5050,52087,263669605,-2.13
14900,15150,14500,14500,2263,33638550,-3.33
775,780,730,742,73896,55052624,-3.51
1585,1615,1550,1585,128771,203726120,0.63
2170,2185,2095,2145,230825,491602265,-2.05
7190,7290,6900,7000,39951,281472920,-3.85
25150,25250,24950,25000,1458,36546200,-1.77
2735,2750,2575,2640,180196,476940240,-3.47
7880,7950,7700,7810,19688,153483680,-1.39
29850,31200,29500,29850,648660,19635888000,0.84
19150,19900,18550,18950,206250,3966174250,-1.04
3755,4020,3625,3710,5658826,21870841170,-0.8
77000,77800,76100,77500,210,16192800,0.65
91800,91800,88400,90000,5038,452452300,-1.32
1335,1345,1290,1315,317962,417229230,-1.13
21850,21950,21100,21400,53125,1145544500,-0.93
25100,25100,24500,24750,1399,34687050,-0.6
20900,20900,18650,18750,1930,37644600,-4.34
18500,18600,17650,17850,53184,957137650,-3.51
1990,2020,1900,1940,197420,385162360,-3.48
68700,69500,64800,66300,678258,45185018600,-3.21
7210,7810,7120,7480,13245732,99031379440,6.25
31000,31700,30000,31050,98512,3047900100,0.32
6440,6580,6100,6410,2365483,15072878080,1.42
15750,16250,15250,15300,22635,352659300,-2.86
6010,6080,5650,5880,79091,459435770,-2.16
22400,22650,21300,22050,287359,6284305050,-1.12
48700,49950,47650,49150,761,36622150,0.92
4670,4700,4500,4595,1689798,7688944895,-2.34
15450,15550,14700,15150,52814,792060300,-1.94
936,964,871,955,490733,459567837,0.0
24050,24600,23850,24150,217226,5250859500,1.47
19400,20000,19250,19400,17261,336295050,0.0
8650,8880,8300,8760,54924,469493460,0.34
11350,11400,10800,11300,11077,122762450,1.35
4880,4885,4500,4525,124098,572408290,-7.27
15300,15350,14750,14850,217271,3251874550,-2.94
6150,6240,5890,6000,29670,177216610,-2.12
42800,42800,41250,41300,467,19656150,-1.08
19300,19450,18650,18950,46545,886526550,-1.81
79900,79900,78800,78800,581,45856100,-1.38
163000,175500,137500,166000,445286,70663689000,3.75
1560,1595,1485,1540,1045278,1595622730,-0.32
172000,172000,167500,172000,57,9648500,0.0
87000,87900,86100,87600,16657,1448350300,0.69
27450,27800,26600,26750,14715,398656100,-0.93
57200,57200,55300,55500,2943,164141600,-1.94
779,830,750,770,204254,160164262,-0.13
47650,48800,47100,47950,21468,1027401250,0.31
5220,5290,5060,5120,33508,172893750,-1.92
30800,31000,30100,30450,1643,49720800,-1.14
5740,5740,5660,5690,4092,23275650,0.18
2710,2755,2675,2725,76612,208518700,-0.37
7250,7250,6750,6830,213881,1481886510,-5.79
5330,5450,5070,5170,101315,533010960,-3.9
3540,3560,3430,3500,83355,290255300,-1.96
3600,3755,3285,3595,67150,237696020,-1.1
13400,13850,13200,13450,144366,1961974400,0.37
10100,10150,9450,9790,655449,6402358940,-2.59
1710,1770,1630,1635,3023536,5104748840,-1.21
14350,14500,14350,14500,711,10237550,1.05
5510,5510,5410,5410,1196,6506440,-1.81
788,798,775,786,208651,164099533,0.64
62900,62900,61700,61700,352,21807200,-0.32
1015,1025,985,1000,124519,124526823,-1.48
936,955,916,933,183721,170649450,-0.96
67300,69000,66200,68100,1019171,69140963200,1.19
29050,29800,28750,29450,1640600,48002695100,1.73
60100,61400,59600,60800,323669,19562734000,2.01
2840,2870,2705,2740,170585,469511330,-3.52
0,0,0,4100,0,0,0.0
591,598,573,584,99114,58106287,-1.68
18100,18200,17150,17700,65028,1135043500,-2.75
17700,17700,17000,17100,105668,1834346500,-2.29
19800,19850,18650,19150,175955,3357165600,-3.04
1070,1085,1025,1035,192171,199344635,-4.17
5460,5510,5310,5350,92081,493318850,-3.08
5800,5820,5560,5720,124874,702075340,-1.38
7780,7780,7520,7580,1855,14241120,-2.32
18350,18550,17600,18050,157685,2850208350,-2.17
8390,8390,8000,8270,682,5562010,-1.43
8460,8540,8370,8380,122532,1033812060,-0.95
56700,57100,55300,56200,57607,3223840400,-1.23
9260,9300,9100,9240,4648,42813260,0.22
45850,46300,43500,45200,953133,42810487400,-0.33
14550,14800,13650,13950,729123,10286934750,-5.74
956,979,940,958,79109,75447543,-0.31
22600,22600,22000,22450,21296,474572400,0.0
15800,16200,14850,15250,45246,693897450,-3.48
27000,27000,26100,26750,364,9807550,-3.78
15900,15900,15750,15750,293,4627800,-0.63
53300,53800,51600,52500,110940,5792195400,-0.76
27500,28900,26600,26850,3189,87056600,-0.56
10550,10600,9990,10100,334911,3410381870,-3.35
63400,64700,63000,63500,87105,5550630000,0.32
32850,33800,32200,32750,151833,5004363000,-0.3
759,761,724,730,460968,340233039,-3.57
16000,16000,15350,15500,19483,304586700,-1.9
28650,29050,28050,28650,24979,714785250,-0.52
378,379,359,367,614398,224081495,-2.13
8440,8480,8010,8120,21471,174840500,-1.93
10550,10600,10250,10400,3973,41171100,-0.48
6870,6930,6620,6760,30715,206013350,-1.6
11100,11100,10700,11050,871,9430300,0.0
219000,223500,216500,222500,172017,37981586000,3.25
7020,7190,6810,6970,103252,718102060,-0.57
79500,80000,76500,78300,61783,4827283200,-2.0
4045,4095,3890,3965,120721,476735865,-1.61
6060,6110,5920,5980,46962,279936170,-1.32
14750,14900,13550,14200,186513,2675084700,-0.35
911000,924000,900000,918000,663,607820000,0.77
2960,3000,2865,2930,77216,224315315,-1.51
1495,1495,1330,1355,850484,1196742650,-2.87
2850,2850,2550,2600,47148,124497875,-0.76
7200,7210,6600,6610,227810,1548790910,-7.16
10050,10450,9420,9720,64654,642605600,-2.11
4535,4710,4460,4610,6645,30255490,1.32
1765,1765,1665,1740,99587,169207365,-1.14
63600,63600,61300,62700,24324,1513905300,-1.42
9560,9580,9380,9530,2643,24947110,-0.52
4090,4190,3950,4060,68072,279929760,-0.73
2910,2955,2775,2805,57244,162192100,-4.27
18650,18700,17700,18050,65392,1180132000,-3.73
16700,17300,15800,16250,2789,45373350,-1.52
1945,1960,1885,1915,430984,825495400,-1.29
523,533,500,511,220657,112298533,-2.67
10850,11250,10750,10900,672703,7378428900,0.0
4725,4965,4500,4670,200622,933499710,-1.58
7240,7670,7180,7530,578210,4320324300,4.58
5850,5900,5620,5710,2105854,12089934670,-1.89
3460,3470,3210,3280,1321975,4360752815,-3.53
31800,32150,31800,31950,2400,76343000,0.47
1485,1900,1485,1800,8262926,14677096745,21.62
1325,1325,1235,1255,190771,241546795,-3.83
3080,3175,3000,3175,2381,7331880,2.25
32950,32950,31250,31850,13262,424172800,-2.0
19150,19150,18150,18600,508699,9422648350,-2.36
104000,104500,100500,103000,337632,34480607500,-0.96
12300,12650,12050,12300,43563,536605400,1.23
24500,24650,23300,23750,170989,4070909500,-3.46
25550,25550,24800,24850,13318,332957200,-1.78
11150,11500,10950,11050,82530,920671150,-1.78
1180,1250,1110,1125,305525,353414095,-4.26
39500,39800,37650,38350,1245569,47840523000,-3.64
17800,18000,17250,17450,27167,480271250,-1.41
53000,53800,51200,52100,87918,4595558200,-1.7
142500,146500,139500,142000,256569,36523265000,1.43
4100,4160,3925,3990,162515,651407545,-2.68
0,0,0,2470,0,0,0.0
30700,30700,29750,30150,314861,9436265950,-1.47
18950,19350,18350,18850,384,7138500,0.0
11350,11400,10950,11100,11659,129555550,-1.77
14300,14300,13950,14000,262,3663800,0.0
1550,1560,1550,1560,9861,15332900,0.32
38400,38700,37300,38350,192574,7350588850,-1.03
37800,38000,36650,37000,5939,220687950,-1.99
62200,63100,61500,62400,181853,11299989300,0.48
57600,57900,56800,57100,5240,299605400,-0.87
3185,3185,2990,3060,49932,152054385,-3.77
53000,54100,51000,51600,9405,489691200,-2.64
11300,12700,11200,11750,759659,9007855750,3.98
22350,22350,22000,22100,1309,29012750,-1.12
245500,245500,243500,245000,509,124578500,-0.2
12650,12800,12150,12350,123933,1532241650,-2.76
3480,3530,3395,3435,155639,534147840,-2.14
22500,22750,22400,22600,1252620,28311018400,0.0
1320,1330,1280,1310,132527,172359440,-0.76
93700,93800,88000,88600,239292,21397458100,-4.63
7520,7890,7050,7150,1229092,9193508100,0.14
2555,2570,2450,2505,19137,47894415,-1.96
8060,8060,7620,7810,47639,369734280,-1.26
6590,6590,6370,6530,79301,510388110,-0.61
14150,14200,13100,13500,1403589,18900913750,-3.91
36650,37150,35700,36800,63993,2331840950,0.14
16750,17200,16500,16600,7778,130138300,-1.48
33050,33450,32750,33300,279084,9247768350,-0.45
1670,1680,1630,1640,651083,1073411780,-1.8
2335,2380,2220,2380,72931,166834640,2.37
2130,2135,2125,2130,20191,43080380,0.24
2470,2500,2365,2500,77173,186085270,0.81
57300,57600,50500,50800,2727578,144014322300,-10.56
7120,7210,6920,7100,33971,239467550,-1.39
22000,22150,20950,21500,7935,169860750,-2.27
12150,12350,11550,11800,100028,1191719100,-3.67
17100,17150,16500,16700,19386,324660100,-2.91
4025,4095,3885,3900,65923,259190250,-3.11
37000,37150,35750,36400,8477,307229150,-1.62
12000,12200,11500,12050,1455292,17273707650,4.78
12450,12750,12100,12250,287855,3562681100,-0.41
38150,38550,37400,37700,94450,3581829300,-0.66
295000,299500,290500,297500,16336,4823127000,1.19
62200,63900,60700,62600,55826,3453855500,-0.79
31700,31800,30450,30900,38125,1179054650,-1.9
6030,6210,5850,6030,25968,156123610,0.0
16700,16750,16000,16350,199486,3240272300,-1.51
3335,3335,3185,3325,13361,42823775,-0.6
5590,5700,5360,5570,26875,146529260,-0.36
1470,1595,1400,1430,288655,428997345,-4.03
3285,3315,3030,3110,648722,2021828395,-5.18
12800,13000,12650,12900,68748,886685200,0.39
201000,203000,195500,200500,89436,17817174500,-0.25
5200,5230,4985,5030,94744,478748440,-3.08
3025,3050,2935,3005,177751,527834055,-0.17
1300,1320,1220,1240,707616,885786520,-3.5
13600,14000,11450,11950,465615,5811761150,-7.72
8920,9000,8240,8370,2542400,21709857010,-6.17
10200,10300,10000,10100,17595,177462000,-0.98
15050,15150,14650,15050,405,6045250,0.0
10100,10250,9990,10200,488732,4940575990,1.49
16000,16800,15850,16800,206338,3402030000,5.33
5100,5150,4940,5070,69920,350549855,-0.98
13650,13900,13100,13500,112723,1515912200,-1.1
3755,3940,3630,3795,52721,196435220,-0.39
21850,22100,21450,21500,8918,193432200,-2.27
10750,10900,10650,10750,1865,20170100,0.0
39300,39350,37150,38050,316837,12018230600,-1.81
69400,69600,65500,67500,321212,21524025100,-2.46
10950,11000,10000,10200,377698,3879868600,-6.42
28300,28300,26550,26800,43004,1160347300,-3.25
4065,4105,3935,3975,87283,351037055,-2.81
61300,62500,60400,62500,72368,4468021700,1.96
34450,34450,32700,33000,1266,41996550,-2.94
895,919,866,883,2744093,2436116150,-2.97
1590,1605,1505,1565,205514,319339100,-1.57
5140,5350,4960,4980,376095,1920039840,-10.27
25950,26050,24800,25150,234457,5903681450,-3.08
14400,14400,14000,14250,30090,423704000,-0.7
2240,2255,2180,2240,1341901,2973461150,0.0
4390,4390,4170,4200,190164,808626860,-2.1
38450,38450,35050,35650,1783032,64176996650,-6.8
40500,41050,36900,37100,52816,2001834500,-8.17
14300,14300,13350,13600,488105,6665663100,-3.89
50600,50700,46150,46950,549775,26139817550,-6.85
34900,34900,32600,33450,717,23993450,-0.74
3225,3245,3070,3150,577819,1814843225,-1.72
6250,6250,6010,6210,6280,38432250,-0.32
58800,58900,53600,55200,425260,23498339400,-5.8
6820,6840,6600,6620,12834,85846150,-1.93
3665,3745,3400,3685,22504,78638835,-0.81
42250,42250,39800,40300,672096,27323234950,-3.36
46100,46150,41500,42200,321183,13785418550,-6.84
75000,75000,71100,71400,5799,421691400,-2.86
7750,7800,7620,7660,117408,902148560,-0.91
181500,190000,180500,183000,163211,30070838500,1.39
5350,5390,5110,5190,1038375,5378565710,-2.26
21250,21300,18900,19300,2541365,49585998400,-7.66
11050,11150,10550,10650,25666,275826200,-3.62
201500,204500,198500,201500,162294,32632185500,0.0
89500,90500,84100,85000,403777,34696056400,-5.35
70400,70700,68100,69300,75138,5194302000,-1.42
12250,12400,11750,12050,71854,860011000,-1.23
63000,63800,63000,63600,191,12137300,-0.78
5660,6030,5420,5730,8373836,47975185740,0.0
36500,36500,30700,31250,716840,23063121850,-12.95
26850,27000,25800,26100,146788,3839485700,-2.61
117000,117500,112000,116000,55995,6427393500,-0.85
56300,57000,53600,55000,167790,9214124900,-1.61
25150,25650,24100,24550,553878,13712731850,-1.8
33200,33500,31900,32300,593315,19225370350,-1.67
140000,140000,132000,135500,246418,33125276000,-3.21
181000,183000,175000,178000,1006440,179460059500,-1.11
88200,88400,85500,86200,42953,3716009700,-1.49
85400,85400,82700,83100,3694,308011500,-1.77
87500,87700,85500,86000,31395,2715248600,-1.6
9740,9760,9390,9580,69259,662451770,-1.74
15300,15350,14700,14900,22162,330421450,-2.3
10400,10400,10000,10100,22776,230000350,-2.42
2430,2440,2340,2395,292380,694778870,-1.03
32000,32200,31050,31600,313809,9908474450,-0.78
50100,50900,49850,50900,15250,770227550,0.59
1500,1505,1430,1470,76198,111449430,-2.0
9320,9630,8510,8510,4497612,41046077380,-3.73
8210,8230,7800,8050,55706,444763980,-2.31
68700,69300,66500,67800,251171,16989889700,-1.6
57000,57100,55200,55300,966,54121600,-2.98
17700,17800,16000,16800,141294,2363658500,-4.55
3670,3670,3390,3390,144010,501998130,-7.0
11550,11550,11100,11500,198465,2249890550,0.0
4590,4640,4490,4560,115066,525632485,-1.3
1660,1660,1495,1580,1081782,1695428795,-1.86
9460,9730,9110,9240,635114,6004038960,-2.01
2735,2735,2530,2620,179618,465998225,-3.32
2405,2475,2340,2370,74505,177900955,-2.27
32000,32450,30500,30500,2577,80057400,-2.71
16150,16150,15800,16150,32542,520768900,0.0
6740,6790,6470,6560,77534,510595130,-2.38
80000,80500,78100,79000,33385,2638349800,-1.25
14700,14700,14000,14050,10013,141573900,-3.77
63000,63700,60400,60600,40918,2522174700,-2.1
373000,377000,361000,370500,25665,9502756500,-0.27
345000,346500,334000,340000,13801,4672335000,-1.16
191000,192500,178500,181000,15868,2916426500,-6.46
17900,18200,17250,17650,1951683,34405630250,1.73
28900,28900,27200,28200,432724,12030914200,-3.59
7030,7060,6580,6730,175550,1194867800,-3.58
6180,6190,5900,5960,26531,159978620,-2.77
0,0,0,21950,0,0,0.0
3200,3230,3170,3210,44955,144080195,-0.47
22000,22600,22000,22600,1117,24743450,0.0
6830,6830,6680,6710,1046,7069080,-1.32
2030,2030,1950,1980,156554,312527310,-1.25
