시가,고가,저가,종가,거래량,거래대금,등락률
62000,62600,60700,61100,4419,270153300,-1.45
13100,13200,12750,13150,1257459,16337979100,0.77
340500,341000,323000,328000,220652,72744885500,-3.81
90800,91000,88600,90200,701722,63135786400,0.33
43800,44200,43100,43500,28606,1247890850,0.58
5170,5260,5050,5150,383639,1970492490,0.0
511000,513000,497500,500000,167301,84098673500,-1.77
239000,245000,235500,239000,23701,5722574569,0.63
76400,76900,67900,71000,431929,30385858200,-6.33
63600,64400,59600,61200,191248,11651476100,-4.23
57200,57500,54000,56000,276279,15286334800,-1.06
2595,2625,2485,2525,55934,141797390,-1.75
7000,7000,6660,6800,99032,670708990,-2.02
32900,33050,31100,31650,351541,11128931300,-2.91
42150,42900,40500,40900,36905,1525913850,-3.42
20700,20700,19900,20000,2081,41722050,-3.38
9170,9210,9020,9040,100228,909541110,-1.42
12050,12400,11800,11900,3079,36645750,-0.42
8160,8220,8000,8190,40094,324069580,1.61
237500,240000,230500,235000,512776,120383305500,-0.84
29050,29100,28300,28350,91988,2638429050,-2.41
4735,4780,4475,4525,398602,1809776145,-5.43
9140,9280,9140,9240,448520,4135082580,0.98
9190,9250,9140,9230,20762,190983460,0.44
4630,4735,4540,4575,29834,136741740,-0.54
15350,15350,14750,15250,50433,753448100,0.33
4250,4330,4075,4180,148625,618168875,-2.68
7600,8040,7130,7450,1550046,11875772280,-1.06
4395,4950,4100,4245,469505,2130192410,-2.41
143000,143500,131500,135500,787361,106617376500,-5.24
33400,33400,31600,32000,153334,4947334600,-3.03
233500,235000,226500,230000,265047,61084244500,-1.08
100000,102500,97000,101500,427321,42401644600,1.6
62400,62500,59000,61200,17199,1033253300,0.49
41900,42150,39750,40850,91544,3712431550,-2.51
36500,36650,34850,34850,26205,925939050,-3.06
1340,1345,1255,1285,143569,186407110,-3.75
547,551,522,527,967712,515669442,-3.66
26600,27800,26050,27000,14693,392277750,0.75
986,1055,978,991,4772649,4847518758,1.95
6330,6390,6100,6150,192493,1189885760,-3.3
3300,3380,3240,3380,14751,48242975,2.42
2975,2980,2845,2870,28423,82110010,-4.49
210500,212500,206500,209500,125357,26229783500,-0.95
131000,132000,124500,128000,291434,37056042500,-1.92
116500,119000,115500,118000,6334,739691000,0.85
4190,4225,4130,4185,344572,1436762205,-0.48
59600,59700,58200,58200,2537,149595600,-6.13
33900,34150,33200,33300,22590,757136550,-1.91
29150,29150,28450,28800,1707,49155750,-1.2
25950,25950,24650,24750,13407,335216800,-4.07
8190,8190,7960,8140,38309,307708140,-0.37
5750,5900,5400,5490,676561,3720744420,-4.19
97100,101000,96700,98100,561529,55273906900,1.24
71100,72900,70500,72300,97693,7009424400,2.7
38950,39100,37750,38200,509241,19473602900,-1.93
88200,88900,85200,86400,294191,25480304400,-2.04
186500,189000,183500,184000,637,117631500,-1.34
179000,179500,171000,177500,488461,85502339500,0.0
112000,112500,108500,111000,6078,671271000,-1.33
718,725,701,710,1413149,1007317679,-1.39
3010,3050,2960,2970,4361,13036740,-1.16
90800,91800,89200,89700,54250,4891956600,-1.21
47750,48100,46600,47450,4081,192930350,-0.73
52900,53700,52500,53600,603687,32048415500,1.52
87500,89600,86300,89100,4331728,382388292200,1.83
41800,41800,40350,40550,34193,1391110400,-2.99
17300,17450,15800,15900,95481,1570047050,-4.5
7030,7040,6670,6700,63213,429689690,-4.42
15450,15450,14850,15250,7050,106502350,-1.29
76200,82000,76200,80900,69279,5571263100,6.45
3500,3500,3200,3285,27713,91150155,-1.05
14850,14850,13250,13650,219341,3025398700,-7.14
4365,4425,4065,4110,85855,357063850,-5.73
4550,4550,4170,4350,33326,142789835,-4.4
1850,1945,1835,1860,25487,47452475,0.54
11800,12050,11350,11700,426853,4986805250,0.0
20000,20100,19350,19650,123867,2430384150,-1.75
2505,2570,2370,2450,2836269,6941493840,-2.2
3225,3265,3145,3240,25708,81966990,0.0
4540,4645,4350,4420,277517,1241202330,-1.34
25100,25300,23250,23250,42868,1022196900,-6.44
20150,20500,20050,20150,4357,87767950,-1.71
25700,27000,25650,26650,1133293,30050727100,4.1
1705,1760,1655,1690,113280,192076565,-2.03
10900,10900,10450,10600,56233,598533550,-2.3
39050,39650,37600,38200,16986,648148750,-1.8
20500,21100,20050,20550,17650,359264450,0.24
34150,34150,33250,33450,2290,76774650,-2.34
11900,12500,11500,12000,9014,106157900,0.84
6670,6770,6550,6680,42909,285257830,-1.04
5490,5540,5150,5240,232809,1224735840,-4.03
24500,24750,23950,23950,624,15063850,-2.24
25550,25700,23850,24500,76135,1856511700,-3.92
0,0,0,3585,0,0,0.0
0,0,0,6770,0,0,0.0
7050,7310,6650,6870,2663639,18575434800,-3.65
481000,487000,472000,481000,26579,12694277500,0.0
21000,21200,19950,20350,60037,1214935450,-3.1
6190,6310,6150,6180,54819,341182330,-0.8
3120,3250,2940,2975,3586107,11114041025,-3.09
2225,2235,2130,2180,62853,136470890,-2.02
33700,33700,32850,33000,5621,186049000,-2.08
6300,6310,6200,6280,28093,175720000,-0.16
11300,11350,11100,11100,28377,318750550,-1.33
50100,50500,48950,49000,33874,1674700150,-2.2
1700,1860,1680,1805,981742,1739622080,6.18
1200,1280,1150,1180,2290044,2759464270,-1.67
5140,5820,5050,5350,4079706,22248817580,3.28
6810,6850,6430,6640,100084,663132900,-2.5
3700,4165,3625,3645,2238073,8815066275,0.55
7020,8000,6930,7300,3801583,28469130040,5.04
11900,13850,11900,12950,6184,81541550,5.28
71000,71000,70100,70300,1423,100098900,-0.28
4800,4860,4440,4590,820228,3847534200,-2.24
7920,8150,7700,7750,96209,749908500,-1.65
26700,26750,26100,26100,342,9052450,-1.51
140500,141500,137500,140000,65481,9134924000,0.0
88300,89900,87000,87300,6946,609501200,-1.13
1220,1270,1185,1230,1222082,1502340845,0.41
1300,1360,1255,1285,300551,392065165,-1.53
3455,3520,3370,3500,292016,999011755,1.3
3425,3455,3385,3395,15650,53318080,-2.58
78500,79400,76800,78500,1209482,94702003700,0.64
9690,9700,9370,9440,1496605,14168667190,-2.48
1905,2060,1905,1950,1762828,3522832260,3.45
3245,3410,3115,3190,80462,256940430,-3.04
19750,19750,19200,19700,106,2051050,-0.25
13200,14000,11800,12100,1292221,16850881900,-4.72
2075,2105,2000,2040,814897,1663886305,-1.69
22450,22450,21700,21700,1370,30042850,-0.91
2255,2260,2080,2145,154628,333181840,-5.09
364500,370500,364500,366000,579,212045000,-0.27
201500,203500,200000,201000,126,25355000,-1.95
9470,9530,9000,9220,561013,5199845940,-2.64
3435,3470,3360,3425,11043,37432120,-0.29
3130,3130,3015,3105,25,77700,1.97
5400,5400,5150,5210,161806,847585260,-3.52
2800,2800,2620,2710,1841,4999190,1.5
67400,69500,66200,68200,216712,14600240100,1.19
8210,8380,8060,8130,81753,664893980,-1.45
14900,14900,14650,14700,822,12096100,-0.34
10700,10850,10600,10650,2122,22622000,-0.47
24600,24800,24550,24600,1532,37744800,0.0
162000,165000,159500,163000,17789,2891427000,0.31
19050,19200,18650,18950,54957,1039706900,0.53
57100,59000,56300,58000,6014,347768300,4.69
285000,291000,282000,286500,32607,9339535000,0.53
68100,68300,67100,67600,2771,187772100,-0.44
6730,6850,5950,6030,12511915,81068922450,-1.95
4220,4230,4105,4150,119282,495147250,-0.72
17150,17300,16800,17000,84747,1439537400,-0.29
4770,4930,4405,4545,9664,44340895,-5.11
2875,2875,2725,2795,44609,123161775,-0.53
2190,2190,2125,2135,25622,55060815,-2.51
10950,11300,10950,10950,8757,97420500,0.0
6150,6260,6020,6090,77465,470900950,-0.98
9180,9490,8990,9150,1670,15105180,0.0
25950,26200,25100,25550,576737,14778488350,-0.58
11850,11850,11050,11350,8778,99645700,-2.99
11350,11400,10650,10750,261088,2838581750,-4.44
6280,6340,5880,6120,24636,151098410,-2.55
5000,5060,4680,4800,36672,175524820,-4.0
3640,3680,3555,3680,12261,44067990,-1.21
21600,22100,21300,21900,256916,5606978400,2.34
15800,16350,15750,16100,6165,98971100,1.9
7830,8080,7820,7890,52371,415886950,1.15
9790,9940,9520,9850,6420,62455080,0.61
5030,5200,4930,5040,473584,2390319570,0.4
10850,11550,10650,10900,538495,5940763550,1.4
74800,75100,73500,74800,119650,8849971600,0.94
14750,14950,14550,14700,28315,416391550,-1.01
13100,13100,12850,12900,12913,168091500,-0.39
13550,13700,13500,13600,30593,416155800,-0.37
3360,3360,3150,3330,562376,1816688465,-0.89
1560,1570,1500,1520,259342,395721090,-1.94
5960,5960,5630,5730,1426315,8171321040,-2.72
1780,1790,1670,1690,181044,309451040,-4.25
23400,23550,21650,22200,655166,14542583700,-5.33
27300,27300,26250,26950,39321,1054276700,0.0
175000,175000,170500,173500,25288,4357322000,0.29
2770,2840,2675,2735,45391,123899070,-1.08
1450,1470,1405,1420,760378,1090009515,-1.39
2690,2690,2550,2550,3008,7819095,-1.35
15350,15600,15250,15450,47005,723147350,0.98
2375,2430,2230,2280,159265,364419830,-4.0
808,820,774,800,295254,232986836,-0.99
843,860,807,820,408123,340413681,-2.84
1345,1355,1255,1300,596673,776778255,-2.99
5660,5720,5030,5110,503992,2655716600,-9.07
49300,49800,48750,49800,30667,1484129950,1.12
125000,129000,122000,123500,24515,3056706000,-1.59
1825,1830,1720,1760,15283978,27018519835,-3.03
15850,15950,15300,15300,40044,624544750,-3.16
3150,3295,3090,3170,955787,3045954335,0.16
3165,3270,3085,3140,102967,324706790,-0.79
135500,137500,132000,133000,4190,560845500,-1.48
25300,25550,24700,25100,1056801,26504350600,-1.18
32250,32250,30550,30750,2505,77619150,-2.07
2520,2555,2400,2440,1094729,2694198025,-3.17
111000,113000,105000,106000,485,51447000,-2.3
2040,2050,1955,1975,225084,447093010,-2.95
2290,2290,2125,2200,304661,671906760,-2.44
39600,39750,38150,38550,47157,1832055750,0.0
36600,37050,36350,36500,166475,6113936550,0.55
6080,6100,5770,5830,88864,525052150,-3.48
7220,7300,6940,7110,10135,71986300,-1.52
2510,2535,2390,2460,79919,195493840,-1.99
86000,87200,82600,83600,112783,9530280100,-3.58
10200,10300,8870,9150,1517972,14493704400,-8.96
13100,13150,12400,12850,377166,4812101250,-0.39
58400,58400,57700,58000,907,52681900,-0.17
2720,2750,2640,2675,168297,451601400,0.94
6820,6840,6620,6700,35971,240986460,-1.76
11150,11200,10500,10800,88232,948469700,-2.7
25050,25050,24300,24400,372,9131500,-3.17
25700,26600,25650,26550,51231,1340229900,2.71
7440,7540,7300,7500,35509,263624330,-0.27
4075,4125,3940,4040,18749,75676775,-0.49
102000,102500,100500,101000,5034,509307500,-0.98
57300,57400,56200,56600,4413,250169700,-1.22
16950,17050,16050,16200,42040,694686550,-2.11
11650,11700,11400,11550,14084,162558350,-1.28
1155,1155,1075,1100,602423,663963765,-2.65
12850,12850,11950,12300,3040,37421350,-4.28
0,0,0,28450,0,0,0.0
15050,15350,14600,15000,703,10519150,-2.6
5640,5740,5610,5690,29961,169634910,0.71
6270,6300,6160,6230,2106,13116900,-1.74
1070,1110,1015,1025,2850094,3004923885,-2.84
4825,4955,4640,4700,49317,236747755,-2.59
156000,158500,154500,157500,6023,943780500,0.96
845,853,807,817,104385,86587626,-3.31
217000,217500,210500,214000,4304,914198000,-1.15
8780,8990,8580,8730,46760,409449640,-0.57
55400,55400,53000,53200,20125,1090907100,-2.56
31300,31450,31000,31000,208,6473500,-0.8
8750,9240,8150,8360,6043088,52622331230,3.72
169500,171000,168500,169500,3256,552437000,0.0
3235,3235,3015,3135,122253,383036610,-2.79
9590,9590,9250,9360,73456,690091670,-2.4
70200,70400,66600,67900,64264,4346100500,-2.58
91800,91800,88800,88900,1869,167394900,-3.16
29800,30000,28200,28700,247834,7135660550,-2.21
19600,19750,18100,18350,6645916,124057305400,-5.41
47700,47700,44600,45150,2868,130692850,-4.04
29250,29650,28250,28750,223075,6424527500,-1.37
9410,9530,9010,9180,20863,194184440,-2.44
12150,12400,11750,11850,8883,106229500,-3.27
2730,2800,2620,2695,106235,284021225,-1.1
9560,9840,9430,9570,368293,3565917560,0.1
22400,22600,21950,22350,43766,975787900,0.45
5800,5860,5450,5690,161728,902965340,0.0
4105,4260,3980,4030,81068,325774840,-1.83
4635,4660,4385,4540,373296,1663540555,-1.63
6750,6870,6280,6430,242089,1574983420,-4.17
12750,12800,11900,12100,69913,853324800,-3.97
7490,7650,7380,7640,69428,517802160,2.0
11700,11800,11300,11750,373599,4315919100,0.43
37150,37600,36850,37200,42399,1575443250,0.13
5390,5390,5230,5270,248797,1310140150,-1.13
1715,1730,1675,1700,240000,407922160,-1.45
101000,103500,100500,103500,75660,7740867500,2.99
67300,68400,65100,66300,59953,3949840400,-1.49
26400,26400,25450,25800,26961,697362650,-1.53
120000,120000,116000,118000,8469,992755500,-0.42
37950,37950,36750,37350,170173,6352243200,-0.66
47650,47650,45800,46900,423,19598700,0.32
173500,175000,164500,170000,40412,6835743500,-1.45
72200,72200,70900,71300,574,41053700,-0.7
184500,186000,179500,181500,54257,9871233000,-1.63
0,0,0,311000,0,0,0.0
16400,16550,16000,16150,20377,330001050,-2.12
1500,1550,1455,1505,439952,658882865,-0.66
5010,5020,4845,4870,66935,327750100,-3.75
47500,47850,45800,46750,210632,9788499050,-1.37
20600,21700,20600,21350,3588,76319550,1.91
12350,12400,11850,12150,2925207,35245922500,-1.62
4565,4565,4485,4530,29729,134107450,-0.77
26450,26900,25500,25900,97471,2541083000,-1.15
4630,4675,4455,4575,1110061,5034687635,-1.19
33700,34250,33100,34050,125746,4238553600,1.04
1010,1025,799,860,4699603,4256194411,-14.85
3200,3200,3015,3075,61506,189769010,-0.81
16250,16400,15450,15950,265158,4195824700,-1.54
3160,3170,3010,3045,109461,336574835,-3.64
3215,3305,3105,3155,61211,194997175,-2.17
4885,4885,4685,4690,3086,14594340,-3.99
8220,8420,8110,8150,35657,296163690,-0.73
3880,3915,3765,3780,168004,640158860,-2.58
2475,2680,2415,2460,1584147,4028567255,-0.61
6550,6680,6290,6340,65048,415797360,-4.23
3460,3490,3270,3335,115406,388469540,-3.19
9600,9750,9340,9470,26712,254508380,-1.25
306,308,296,298,764495,229523360,-2.61
4875,4880,4625,4670,167194,783955395,-4.21
4285,4290,4170,4260,48032,201596265,-0.35
3125,3150,3060,3095,26444,81589380,-0.16
6680,6830,6650,6830,921725,6246266600,2.55
3790,3830,3755,3775,144422,545797440,-0.4
4540,4590,4280,4280,65763,285727975,-5.41
179500,181500,178000,179000,1783,319523000,0.0
201500,201500,199500,200500,552,110407500,-0.5
135000,135500,132000,134500,831,110634500,-0.37
67400,67400,66000,66800,140,9280300,0.75
79900,80000,79000,79800,662,52621000,-0.13
3330,3340,3315,3325,28845,95983580,-0.15
3020,3025,2840,2945,53219,153799690,-1.83
4290,4360,4090,4165,215347,900663025,-2.91
8560,8680,8350,8510,146276,1239119330,-0.47
4710,5420,4610,4935,21898256,112736048225,6.7
205,206,204,206,42969,8787437,0.49
2710,2720,2575,2610,424875,1118781375,-3.51
1640,1670,1620,1635,110030,180386600,-0.61
10000,10150,9910,10000,84768,847331500,0.2
725,733,703,712,363487,259612540,-2.47
8340,8450,8100,8210,201406,1661514460,-1.44
22000,22000,21000,21200,3039,64847350,-3.64
20600,20600,20100,20100,1322,26678750,-1.47
3500,3550,3365,3400,122060,418588715,-2.86
77400,80500,74800,76200,2235,171160100,-2.06
799,808,780,800,1795760,1422054439,0.13
1640,1675,1580,1620,156319,253700300,-1.52
5820,6010,5710,5920,37075,217475000,-1.33
0,0,0,904,0,0,0.0
45750,46500,45750,45850,6546,301445950,0.44
23650,24600,23600,23950,26057,627814900,0.63
1550,1595,1485,1515,3816341,5832792280,-1.62
44500,44650,42500,43050,6199,267860500,-2.93
4945,5140,4615,4835,67623,327643285,-2.52
8990,9070,8730,9060,15252,135176430,-0.11
2435,2500,2155,2260,29684626,70136581570,-6.03
510000,516000,501000,506000,209007,105800082000,-1.17
265000,268000,259500,261500,1654,432773000,-1.32
10750,10900,10200,10400,16676,176036300,-3.26
123000,123500,119000,121500,425979,51407845000,-0.82
109000,109000,104500,107500,3909,416367000,-0.46
782000,794000,775000,791000,79057,62067293000,1.28
62900,63600,61300,62400,225363,14047893700,-1.27
129500,130500,127500,128500,93254,11998025500,-0.39
22600,22700,21600,21950,967773,21333373400,-2.23
127500,128500,125000,126500,585886,74217509500,-0.78
73500,73600,71200,71700,6470,467258900,-2.45
56100,57400,55700,57100,17807126,1012586831300,1.6
51900,52500,51500,52000,948486,49319606500,0.97
3120,3200,3075,3110,181755,568129605,-0.32
5980,5980,5630,5730,6329681,36343431410,-3.7
233000,233000,227000,227500,553,126262500,-1.09
33750,34100,33400,33900,246946,8343979200,0.74
23500,24000,22600,23000,39063,905607300,-2.95
30650,31000,30300,30800,79687,2444090550,-0.16
200500,202500,198000,201500,90107,18074670500,-0.49
157000,157000,154000,156500,4726,735911000,-0.32
17800,17800,15900,16450,51532,852023800,-1.79
40400,40500,39750,40050,14976,600183500,-0.74
32450,32450,32000,32000,51,1640650,-1.39
105000,107500,102500,104000,85279,8965947000,0.0
52100,52600,51700,52600,2749,144059800,0.57
16550,16700,16450,16450,6224,103054850,-1.5
70900,71200,69900,71200,8654,609773000,1.28
57800,57800,56700,57800,126,7203700,0.52
13300,13400,13200,13400,5987,79777900,0.37
10600,10700,10200,10350,29439,304856450,-2.36
2445,2465,2270,2355,82568,196687460,-3.88
2505,2540,2455,2490,13163,32822035,-1.19
11950,12000,11350,11900,50219,584457600,0.0
1385,1385,1325,1340,146680,196885440,-2.55
7530,7820,7080,7100,11022,79698040,-4.7
7970,7970,7260,7410,174446,1308318850,-5.24
26500,26600,25600,25700,4346,113789450,-4.64
24600,24700,24400,24450,17098,418937700,-0.61
176000,182500,176000,182500,25639,4585516500,3.11
3885,3950,3770,3800,80299,308586490,-3.06
35500,36400,35000,35950,6634,234817250,2.42
17450,18050,16800,16900,18736,319744800,-3.15
2955,2980,2855,2855,14749,42761180,-4.83
39000,39250,37700,38250,41840,1606227100,-1.92
6630,6750,6260,6430,24293,155362030,-1.98
971,972,958,970,21571,20817161,-0.1
3295,3295,3080,3120,31283,98202805,-3.11
4670,4795,4555,4640,915,4225505,-0.64
57200,59000,54200,56900,80387,4518120600,-2.23
35500,36450,35150,35550,23828,850119700,2.16
6990,7090,6790,6860,81675,567029490,-1.29
8030,8130,7640,7780,239843,1893801570,-2.14
237000,240000,236500,238500,9162,2188601500,0.63
248,252,240,242,3456526,847323752,-2.81
3240,3320,3240,3240,629,2053100,-1.82
1360,1400,1295,1310,168169,224065820,-3.68
32800,32800,31400,32450,13285,424165250,-0.76
0,0,0,3000,0,0,0.0
9800,9960,9310,9700,134445,1283279420,-0.72
1690,1715,1630,1635,99495,166407445,-3.82
8120,8240,8120,8120,6387,51745700,-1.58
3480,3580,3405,3500,885295,3250399850,1.01
9230,9300,8870,9020,74071,671215900,-1.74
13200,13600,12800,13200,7593,100315700,-0.75
533,543,527,534,888441,474953328,0.0
1990,2015,1900,1930,123835,241434195,-3.5
8460,8600,8150,8230,11287,93803960,-3.74
10200,10300,9800,9980,45523,454464770,-1.19
6920,6920,6610,6740,193,1288860,-1.61
51300,51800,49100,49900,26233,1312335100,-2.54
15350,15350,15050,15050,32423,490321300,-1.31
166000,168500,154500,156000,36558,5867576000,-4.29
142000,145000,131000,139500,35436,4830455000,-0.36
14100,14100,13550,13750,8117,111258050,-2.83
96100,96300,94500,96300,398,37724900,0.0
1565,1585,1485,1550,215043,328752060,-0.96
597,606,575,587,549924,324083666,-1.51
0,0,0,8090,0,0,0.0
2780,2795,2710,2780,19730,54053005,-0.71
5250,5350,4935,5100,48127,245792085,-3.23
6340,6380,5850,5890,617517,3679560290,-6.06
1330,1330,1270,1275,127481,164107950,-4.14
12350,12350,11200,11500,26442,304193050,-3.36
0,0,0,2490,0,0,0.0
179000,181500,177000,179500,422485,75753358000,0.28
43650,44000,41200,42500,277177,11676715200,-2.63
10350,10500,9870,9970,17732,177627370,-4.13
13250,13600,12950,13050,1011,13241100,-1.14
19450,19500,18950,19300,112077,2154158900,-1.03
20450,20600,19350,19400,335347,6626725850,-5.37
3270,3295,2945,2985,1654177,5079821310,-7.73
8180,8250,7990,8050,44899,361846430,-1.47
7060,7200,6850,6980,265047,1865898240,-0.99
42800,43150,42100,42250,359,15213600,-1.63
86900,86900,86300,86800,99,8594600,-0.12
31600,31950,31500,31700,16585,526601650,0.32
10400,10450,10250,10400,5103,52901050,-0.95
2095,2115,1950,1975,2054011,4122972850,-5.28
2835,2880,2650,2805,362399,1005873320,-1.75
215500,218000,213000,217500,28382,6118710000,0.69
13550,13800,13200,13400,30518,410456600,-1.47
25750,25950,24100,24600,11863,291316300,-4.28
30000,30450,28550,29550,142713,4184774850,-2.15
56600,56900,55000,56700,3470,194517300,0.53
14850,15450,13100,13600,1398400,19619059950,-10.82
11300,11350,11150,11200,3371,37869600,-2.18
55900,55900,54800,55200,1694,93511900,0.18
56000,56000,55600,55600,246,13732100,-2.11
1585,1615,1555,1575,767044,1208586465,0.0
0,0,0,26800,0,0,0.0
2405,2430,2235,2290,5396225,12647337310,-3.17
20900,22750,20900,21850,944927,20752258450,4.8
39200,45100,39200,41950,43978,1914251550,12.02
1480,1580,1435,1440,154310,227483115,-3.68
4890,4890,4700,4810,131269,625514190,-1.54
7750,7770,7450,7620,89201,672566630,-0.65
37550,37900,36700,37250,1275013,47542755700,-1.72
16100,16300,15950,16100,3863,61922800,0.31
534,543,514,521,9540253,5024242219,-2.43
6890,6930,6680,6770,374176,2519454570,-0.73
0,0,0,2770,0,0,0.0
2585,2760,2525,2575,1789340,4715260145,1.38
0,0,0,6410,0,0,0.0
1410,1550,1155,1225,12098366,16844340030,-12.19
56100,56400,52900,53900,258941,13980452400,-3.92
2360,2370,2200,2250,2122088,4846983920,-3.23
37000,37900,36800,37350,98105,3668162500,0.27
31650,32000,31350,31350,1219,38723850,-1.88
14450,14450,14100,14200,3859,54808900,-1.05
131000,131000,126000,128000,190071,24315876500,-1.92
51300,51900,49850,50000,3536,177848850,-2.53
122000,122000,117000,117000,1699,200546000,-3.7
10400,10400,9780,9830,123671,1230292720,-4.1
33600,34350,33200,33800,9908,332067650,-1.46
1140,1155,1120,1145,179355,202696995,0.44
13750,14000,13200,13400,12701,172035450,-3.25
15250,15400,14850,15250,262482,3970598500,0.66
10150,10200,10000,10100,42106,423017650,0.0
40300,40300,37950,38650,89733,3474167200,-2.77
9880,10200,9640,9720,87674,864444100,-2.31
2940,2970,2810,2830,761563,2183369045,-3.74
14250,14250,13650,13700,15332,212351550,-2.49
8200,8330,8090,8150,51686,424403280,-0.24
1330,1330,1250,1285,160408,206015555,-1.15
38500,40700,38500,40350,409420,16386612450,6.46
31000,31650,30350,30900,161203,4974843200,-1.12
0,0,0,1530,0,0,0.0
64900,65400,64500,65400,36303,2359907400,0.77
2460,2485,2320,2360,93952,223672865,-1.87
1425,1435,1380,1385,229584,321602450,-2.46
5660,5660,5460,5560,3495,19265680,-2.11
5080,5190,5000,5010,22232,112036160,-1.38
2195,2245,2090,2105,169946,363322290,-4.1
1790,1795,1625,1655,4393259,7490871250,-6.23
599,600,578,580,549729,323157970,-2.36
5400,5440,5150,5280,19787,103898460,-1.12
350500,358000,349500,354500,123724,43837064000,1.29
2115,2115,2090,2100,55211,115967500,-0.71
889,889,842,844,131486,112462092,-4.42
2890,2890,2690,2765,187474,515362580,-2.47
30900,31200,29600,30000,61980,1866407100,-2.6
3480,3500,3350,3440,59023,201507550,-2.82
39150,39200,37550,38350,87929,3354215700,-2.04
48200,48950,46400,47200,11755,551855000,-2.07
