티커,시가,고가,저가,종가,거래량,거래대금,등락률
156100,9810,9960,9550,9710,44916,436772460,0.0
311060,3975,3975,3885,3885,314,1228965,-13.57
073110,7530,7610,7250,7390,18857,139222240,-1.6
083310,11150,11500,10800,11400,100082,1120340700,1.79
037950,1095,1175,1055,1090,830374,912962660,-0.46
170920,8680,8700,8180,8400,17194,142667730,-1.29
058630,7000,7220,6840,7030,211778,1484916320,0.29
058970,15050,15800,14000,15000,98137,1439831000,0.0
019590,1160,1190,1150,1175,347156,407785585,1.29
169330,3500,3500,3390,3465,44822,154208110,-0.86
097520,30900,31200,29600,30000,61980,1866407100,-2.6
179290,9490,9780,9020,9160,607616,5683792890,-3.48
009780,5530,5780,5500,5580,18842,104806680,0.9
123040,4295,4345,4000,4070,145495,599371020,-6.97
323230,860,860,819,837,75838,62985539,-3.24
033160,10500,10600,10000,10350,166755,1705632700,-0.96
347890,7840,8750,7800,7920,638065,5249600970,0.64
033310,6270,6270,5990,6050,216572,1314882890,-2.26
259630,15100,15450,14550,14900,89045,1325157050,-3.25
065150,600,607,559,593,133101,78939019,-1.17
115960,17000,17350,16350,16550,33068,550933050,-2.65
090740,0,0,0,2105,0,0,0.0
060850,7830,7860,7650,7690,12246,94626480,-2.53
014440,3480,3500,3350,3440,59023,201507550,-2.82
007530,2660,2790,2630,2700,17123,46076145,1.12
143540,1455,1490,1380,1430,663998,945867620,-1.04
111770,39150,39200,37550,38350,87929,3354215700,-2.04
009970,48200,48950,46400,47200,11755,551855000,-2.07
003520,3490,3510,3365,3400,308948,1058625045,-1.16
000670,539000,539000,526000,534000,495,263028000,-0.93
036560,8430,8550,7760,8160,26998,222554280,-3.55
006740,7150,7290,6850,7070,152667,1074534380,-1.12
012280,1060,1070,1010,1015,261355,269086825,-3.33
265560,11600,13200,10800,11350,433853,5172863950,-1.3
012160,765,765,718,733,161710,119363068,-3.04
036000,1870,1870,1790,1800,25243,45826265,-5.01
250930,1260,1275,1195,1230,47996,59014130,-3.53
053280,6030,6170,5910,5980,37253,223967650,-1.16
015360,34900,34900,34400,34700,538,18558550,-0.57
122640,6360,6450,6000,6280,40692,250490800,-1.26
900300,359,363,338,343,1847886,642913641,-4.19
045060,3485,3605,3365,3600,74142,255878200,3.6
080520,5200,5260,4995,5120,99668,509523155,-1.54
007310,430000,438000,427000,437500,3134,1362084000,1.86
039830,7760,7800,7430,7500,30190,229388260,-3.23
322310,13900,14050,13350,13500,10973,149699850,-2.88
046120,6010,6070,5600,5690,1197194,6943737920,-6.72
014940,3065,3065,2770,2830,139155,397308365,-5.03
002630,718,730,701,725,217115,155795483,1.12
065500,1525,1560,1470,1520,88080,132949665,-0.33
271560,106500,109000,105000,108000,150928,16181629500,1.89
001800,15250,15400,15050,15350,100342,1530284500,0.66
010470,6220,6840,6070,6620,1778173,11606375410,12.78
352910,11600,11600,10350,10450,104581,1120647950,-8.73
053980,4840,5120,4820,4980,79906,395218810,1.01
052420,0,0,0,2150,0,0,0.0
241790,10550,10650,10150,10400,28765,298260850,-1.42
329020,1320,1500,1320,1500,6,8460,-2.91
039200,26850,26950,25900,26300,121070,3172390400,-2.23
226400,2845,2945,2795,2910,64121,183786665,-1.19
031510,1720,1720,1615,1670,59407,97913925,-0.3
048260,98900,99300,94100,95800,128905,12361546800,-2.74
138080,22200,22450,21200,21500,23286,505230700,-3.59
080580,21150,21800,21000,21300,23444,500428300,0.0
067170,7340,7540,7050,7140,147245,1079746350,-2.19
353590,10700,11050,10500,10650,88228,947710450,-0.93
173130,6850,7160,6300,6440,1300873,8666879710,5.06
049480,2745,2775,2545,2620,692157,1828918070,-3.85
309930,3015,3050,2905,3030,59303,176424780,1.17
244460,5740,5890,5630,5680,15303,86858050,-1.05
226950,21000,21400,19850,20300,88600,1803037700,-3.33
057540,2605,2625,2440,2550,3373961,8551715560,0.39
131030,5930,5970,5790,5930,5617,33147800,0.0
082210,5320,5370,5140,5340,169456,890675150,-0.19
109080,10900,11000,10500,10750,29807,318192900,-0.92
153710,8210,8500,8060,8170,36493,299661390,-0.49
321820,6950,7200,6650,6860,31051,214055910,-0.58
122990,8460,8480,8150,8210,24571,202909410,-2.96
232140,3950,4020,3860,3900,63752,250691190,-2.01
065530,2635,2665,2470,2525,147463,376349200,-5.08
067900,9120,9230,8890,8970,72133,649220570,-2.18
155650,5700,5760,5360,5700,36392,199279350,0.0
273640,14650,14850,13950,14150,30422,431907000,-3.74
251370,12600,13100,12100,12400,139702,1756794500,-2.36
066430,1925,1955,1905,1920,55299,106539160,0.0
193250,1995,2040,1890,1970,335623,654841520,-1.25
273060,1165,1180,1130,1155,231612,267590550,-3.35
019210,6710,6710,6340,6400,55195,355822250,-3.47
122870,44000,46200,43650,44600,197973,8889643100,2.29
011690,842,857,786,799,1738677,1402137193,-4.77
332570,4060,4075,3995,3995,18996,76155420,-1.6
079000,5270,5370,5150,5360,21676,113440920,1.13
070960,3980,4140,3860,3890,44479,175201010,-2.26
316140,12000,12000,11500,11650,2622898,30635157350,-2.92
032820,2305,2350,2140,2165,9473407,21299013045,-5.46
041190,5060,5140,4935,4980,451325,2261600210,-1.39
115440,8210,8600,8030,8200,72775,596780080,-1.56
046970,1430,1545,1410,1440,1252448,1823055440,0.7
082850,3005,3240,2895,2940,1227314,3789432555,-1.51
215360,12450,12650,11950,12400,21952,268303500,-0.8
072470,3360,3400,3200,3280,36066,118659120,-3.53
073560,1880,1925,1805,1850,894593,1650893290,-1.6
037400,2260,2320,2180,2210,116909,260563115,-2.21
153490,1175,1195,1115,1130,136956,157174470,-3.42
010050,890,902,884,895,4668388,4160651807,0.67
101170,10450,10550,8700,8830,3785322,35306754990,-16.7
006980,23450,24100,23200,23950,11104,260685200,1.7
066590,3655,3695,3525,3565,118643,424763540,-1.93
017370,2225,2290,2200,2270,35541,79574130,0.44
103840,3600,3655,3480,3480,37228,131331770,-3.73
046940,3885,3970,3700,3845,95344,362229390,-1.41
215380,4535,4750,4405,4420,101551,461092620,-2.75
065680,20600,20600,19500,19950,64550,1288093850,-3.62
105840,12150,12250,11100,11300,1540915,17753928300,-7.0
018620,2020,2190,1945,2145,1916114,4037164630,6.45
010400,5750,6250,5630,5780,28419,162947590,0.0
049800,3220,3470,3125,3310,111496,357372055,1.07
016880,1380,1410,1340,1350,295003,402653725,-1.82
095720,2300,2325,2230,2270,91728,208416145,-1.3
005820,21600,22050,21150,21250,1442,30890900,-4.49
307280,1535,1565,1485,1525,39844,60226050,-0.65
053080,9950,10100,9760,9800,37122,366294390,-1.51
032940,3730,3730,3435,3505,31560,110746630,-2.23
240810,28600,28950,28100,28500,237459,6767859950,-0.7
074600,26550,26600,25050,25500,546320,13983797150,-3.95
104830,30800,30850,28950,29850,158132,4674310750,-3.08
014190,2370,2395,2240,2285,228319,525459330,-3.38
131390,20600,21000,19750,20200,63564,1286301700,-2.42
030530,3730,3775,3655,3680,140640,521048660,-2.26
012620,9860,9860,9510,9730,24576,237227660,-1.32
382840,120500,120500,112400,112800,140739,16276105000,-5.61
336570,3130,3225,2920,3105,1742267,5260800335,0.98
376980,21250,21600,19750,20500,47652,985733550,-3.3
122830,0,0,0,9430,0,0,0.0
008370,4670,4730,4595,4625,31711,147047695,-0.96
008290,733,750,680,697,47964,33763191,-3.6
101160,17400,17450,16550,17000,118843,2007185750,-1.45
336060,1625,1645,1565,1620,248290,395340590,-0.61
095270,4345,5040,4315,4875,147495,704275000,9.3
010600,1540,1610,1540,1565,492485,776271935,1.62
065950,3105,3145,2980,3005,91696,278136270,-3.69
076080,2800,2835,2655,2705,117365,320111060,-3.22
196700,3060,3125,2910,3000,68800,208741245,-2.76
069080,18150,18150,17000,17800,91350,1605055850,0.0
053580,15350,15600,15250,15550,29422,455773400,0.65
071460,3015,3095,2805,2880,186195,547585540,-2.7
377460,11800,11950,10750,10950,1050931,11736630400,-7.2
044340,12800,12900,11950,12150,66982,819122950,-4.71
330350,7610,7710,7320,7510,15694,117623370,-1.18
348350,14750,15000,14600,14900,8973,132824800,1.02
112040,56800,57000,51200,52200,1169251,62292410600,-11.68
101730,19850,19950,17250,18300,1157417,21670590650,-14.08
123420,21500,22800,20400,22750,113336,2452915000,3.17
065370,10450,10750,10150,10350,26784,277823450,-0.96
140660,2400,2400,2400,2400,28,67200,0.0
038620,1040,1060,990,1000,610147,620104616,-3.85
299900,19650,21000,19350,21000,456911,9278907900,5.0
036090,792,805,760,785,289429,226424507,-2.36
136540,14250,14250,12950,13250,156330,2083014750,-6.03
320000,2160,2160,2055,2085,65737,137388180,-4.58
097800,1355,1380,1330,1335,61619,82749510,-1.48
192390,3530,3605,3350,3395,67417,233036735,-4.77
313760,11300,11400,10600,11150,95152,1041974800,-2.19
008600,902,916,880,897,220923,198349966,-1.32
900340,1245,1280,1165,1190,1152603,1401834000,-4.42
033270,21300,21550,20850,21050,25017,527329400,-1.17
064510,0,0,0,2750,0,0,0.0
014830,95500,96500,91400,94500,37144,3472107800,-1.05
036200,7230,7260,6950,7000,253299,1791352230,-3.18
018000,2650,2650,2400,2455,973538,2419051300,-6.65
000910,6330,7250,6030,6210,7929663,52877080650,1.8
047400,2240,2490,2075,2325,4729435,11079349265,5.44
203450,2840,2850,2705,2710,45630,124828600,-5.24
011330,1170,1170,1135,1160,155591,178834865,1.31
077500,8530,8660,8320,8500,88558,751458410,-0.35
011320,6280,6700,6100,6370,889217,5748215910,1.43
086390,17100,17400,16600,17000,120581,2046078800,-0.58
241690,5500,5560,5090,5190,309231,1625645840,-4.77
142210,3535,3575,3405,3460,110108,382594310,-3.08
121060,1755,1825,1700,1735,3343,6012270,-1.98
048430,6500,6610,6400,6570,19590,127136270,0.31
206650,13650,14350,13500,13700,152779,2100662950,-0.72
089850,13400,14600,13050,13800,286702,4019151500,1.85
084440,2005,2195,2005,2135,13,26670,0.47
032620,5060,5260,4800,5060,76461,382511250,0.0
264450,14750,14850,14000,14400,40320,575259850,-2.37
078070,16650,17000,16050,16500,7755,127006950,-1.2
002920,2845,2845,2770,2770,6555,18275720,-1.6
024800,2540,2650,2445,2490,96811,245884410,-0.99
000700,5730,5870,5650,5750,48333,275722000,-1.03
054930,30400,30800,28150,29400,841105,24950405250,0.0
069330,1940,2015,1825,1930,128565,246633715,-1.28
049520,2575,2575,2400,2495,46073,114036015,-2.73
367460,0,0,0,2270,0,0,0.0
367480,2130,2160,2130,2150,8851,18999345,-0.23
003470,2670,2700,2635,2680,119986,318860800,-0.19
003475,2815,2930,2800,2855,2035,5788590,1.06
263770,2910,2910,2710,2715,29067,80454645,-5.73
337840,17450,17500,16650,17100,326,5554550,-0.58
072130,2970,3030,2805,2920,85085,247324310,-1.68
000220,6040,6250,5990,6040,123167,751848980,0.0
000225,8090,8360,7890,8120,13119,106917830,0.87
000227,16050,16150,16000,16100,690,11098900,0.63
388720,15950,16700,14550,15250,130829,2007625950,-3.79
340930,12800,14950,12200,13200,356225,4892424750,2.72
023410,3890,3910,3760,3800,618141,2395120870,-1.43
056080,4800,4880,4570,4665,187484,877653965,-3.72
373340,2285,2285,2220,2230,7374,16436880,-0.22
388800,2150,2150,2135,2145,4408,9413285,0.0
413630,2100,2110,2100,2105,8697,18271730,0.24
084370,28200,28500,27350,27950,118952,3312637600,-0.89
001200,2640,2660,2580,2620,77000,200916730,-0.57
178780,0,0,0,1730,0,0,0.0
221800,28900,28900,28900,28900,1,28900,5.86
179900,17350,17350,15900,16600,53994,885776050,-1.48
263050,8280,8850,8050,8480,103318,864441350,2.42
000100,55900,57100,55700,57000,160728,9089796100,1.79
000105,54100,54800,53900,54400,243,13205500,0.18
003460,2335,2385,2295,2300,19152,44208510,-1.71
003465,2400,2490,2400,2490,77,186240,3.75
191410,3085,3085,2780,2940,34379,100358635,-5.16
008730,19050,19050,18450,18550,15413,288602900,-2.11
072770,1410,1425,1350,1380,181061,249335355,-2.47
008250,8350,8350,7880,8020,42482,342709430,-3.14
039020,3505,3565,3350,3450,81348,278976445,-2.95
025820,2870,2900,2710,2800,410968,1150740085,-2.44
067920,5070,5130,4870,5050,25390,126601990,-0.39
044960,6110,6150,5830,6010,60488,358578030,-1.48
303530,14000,14000,12700,13000,84825,1107444200,-5.45
302430,9090,9180,8740,8780,10919,97111700,-3.62
279060,3950,4400,3950,4400,19082,77981740,10.28
214320,45000,45550,44500,45200,9225,414092150,0.22
073490,27100,27500,26100,26600,37838,1009118200,-2.56
215790,1685,1685,1595,1615,89907,145630100,-1.82
344860,0,0,0,7200,0,0,-1.37
246960,9150,9150,8910,9080,337,3053250,-0.77
088390,20000,20200,19000,20000,51942,1016924250,0.76
272290,33400,33450,31350,31950,198815,6377960750,-3.03
053350,3710,3820,3530,3790,58306,214262620,2.43
041520,5200,5250,4960,5150,38557,196855740,-3.56
264850,2870,2870,2695,2750,105873,291558295,-3.17
054210,18400,18700,17750,18150,179323,3260329200,-1.36
164060,5380,5510,5030,5150,296421,1542532080,-3.74
065440,2630,2790,2475,2595,13107749,34871987705,0.97
088260,5790,5840,5610,5680,41516,235600650,-1.9
139480,107500,108000,105000,106000,82198,8720146000,-0.47
115610,2430,2510,2220,2250,148727,343558000,-7.41
349720,2105,2120,2100,2115,3128,6569680,0.48
078020,6400,6480,6360,6430,68596,439934310,0.47
131400,2145,2165,1865,2010,4591570,9318734560,-5.85
208850,0,0,0,6020,0,0,-0.5
351330,10450,10700,9780,9980,54213,544505820,-5.4
080010,5520,5560,5250,5450,33493,181648220,-2.15
379390,0,0,0,12350,0,0,-0.4
086890,8570,8740,7930,8060,1365274,11246996770,-5.4
007660,6660,6710,6300,6390,907345,5834199350,-2.89
005950,14850,14900,13800,14000,573709,8138727900,-5.72
015020,1250,1285,1180,1220,224013,276278240,-2.79
047560,8900,9170,8620,9050,79143,700449500,0.0
900110,221,223,203,212,3493765,732647705,-2.75
067010,3395,3490,3380,3440,50835,174668875,0.88
093230,1240,1480,1230,1270,3757022,5096641280,6.72
341310,1800,2090,1780,1780,3200,5698710,-14.83
101360,23500,23550,22150,22650,106783,2417470550,-3.41
102710,27750,28300,26800,27300,90173,2465509500,-2.5
066980,2865,2895,2780,2810,51079,144235025,-2.77
074610,3045,3130,2900,2910,230894,689309640,-4.43
063760,5150,5180,4980,4985,37667,190278050,-4.5
123570,5320,5370,5030,5150,81725,426648830,-3.01
083470,0,0,0,3220,0,0,0.0
095190,2555,2730,2555,2660,111231,294807425,-0.75
091120,26450,27250,25900,26150,115451,3050689400,-1.88
232530,2800,2800,2800,2800,10,28000,0.0
102460,21050,21750,20500,20950,62178,1306269950,-0.48
039030,77900,78600,74100,75200,111800,8426832900,-3.84
294090,19300,19550,18600,18850,61018,1151694250,-1.31
088290,9580,9670,9030,9070,267150,2488734920,-5.32
084680,1705,1740,1660,1680,207013,350996855,-2.04
181340,0,0,0,2705,0,0,0.0
353810,4080,4185,3990,4090,428652,1737382670,-0.24
350520,5080,5080,4765,4825,72945,355142790,-2.72
334890,5250,5250,4960,5050,52087,263669605,-2.13
099750,23150,23150,21900,22700,35561,797957250,0.44
377330,12050,12050,11200,11450,107390,1236339300,-3.38
035810,3520,3595,3375,3440,970687,3361895765,-2.13
160600,0,0,0,3100,0,0,0.0
092130,17000,17100,16750,16750,6831,115220650,-1.76
096040,203,249,196,200,96410753,21117197137,3.09
134060,5930,5950,5700,5900,19528,114054740,-0.84
001840,6150,6300,5810,5820,503712,3059641620,-4.43
000760,14900,15150,14500,14500,2263,33638550,-3.33
024810,1070,1330,1070,1330,15247640,19505691460,29.76
014990,775,780,730,742,73896,55052624,-3.51
041830,23350,23350,22300,23150,15228,346358700,0.0
352940,5340,5340,4850,5220,70252,354653265,-2.79
101140,1585,1615,1550,1585,128771,203726120,0.63
216400,8980,8980,8980,8980,1,8980,-0.22
079950,1915,1940,1830,1865,112494,210797275,-2.86
277410,1950,1950,1870,1895,160557,303320685,-0.79
060150,8430,8490,8150,8240,139342,1154401970,-2.25
033230,1910,1935,1860,1920,125004,237676705,0.79
006490,2170,2185,2095,2145,230825,491602265,-2.05
037330,1780,1785,1675,1700,96212,165243825,-5.29
023800,7190,7290,6900,7000,39951,281472920,-3.85
034590,25150,25250,24950,25000,1458,36546200,-1.77
211050,7790,7940,7640,7800,53786,419449370,-1.27
083640,950,989,950,971,153167,148021123,2.21
216050,18100,18350,17650,18050,5001,89808800,-1.1
049070,25550,25950,24650,25700,180691,4576277300,1.38
119610,26850,26850,25650,26100,33103,862431150,-1.88
017250,1235,1240,1190,1210,15275,18426935,-3.2
129260,2735,2750,2575,2640,180196,476940240,-3.47
051370,12000,12150,11500,11750,78243,921519200,-1.67
064290,19550,19600,18500,19400,154047,2923419250,-1.77
189300,60800,61000,58800,59600,55604,3323329700,-0.67
150840,0,0,0,5850,0,0,0.0
048530,8840,9000,8720,8820,453852,4022775000,0.46
023810,7880,7950,7700,7810,19688,153483680,-1.39
175140,7090,7480,7040,7180,2626,18811510,-0.14
115310,24300,24600,22650,23350,22554,533464700,-3.91
039290,13500,13600,12200,13200,158208,2073800450,-2.22
071200,4805,4900,4615,4615,48385,226218570,-3.95
101930,14650,14800,13850,14000,36570,512833600,-4.44
249420,29850,31200,29500,29850,648660,19635888000,0.84
000230,19150,19900,18550,18950,206250,3966174250,-1.04
013360,3755,4020,3625,3710,5658826,21870841170,-0.8
003120,77000,77800,76100,77500,210,16192800,0.65
333430,3475,3515,3310,3330,258918,874656375,-4.58
068330,0,0,0,3430,0,0,0.0
003200,91800,91800,88400,90000,5038,452452300,-1.32
007110,1335,1345,1290,1315,317962,417229230,-1.13
058450,571,593,566,581,298797,172388392,1.75
007570,21850,21950,21100,21400,53125,1145544500,-0.93
007575,25100,25100,24500,24750,1399,34687050,-0.6
008500,20900,20900,18650,18750,1930,37644600,-4.34
019540,2310,2380,2195,2310,22092,50196360,-0.43
081000,18500,18600,17650,17850,53184,957137650,-3.51
020760,1990,2020,1900,1940,197420,385162360,-3.48
020150,68700,69500,64800,66300,678258,45185018600,-3.21
103590,7210,7810,7120,7480,13245732,99031379440,6.25
094820,16700,16800,15350,15650,427436,6767958050,-6.29
271940,31000,31700,30000,31050,98512,3047900100,0.32
015860,6440,6580,6100,6410,2365483,15072878080,1.42
226320,15750,16250,15250,15300,22635,352659300,-2.86
950140,4510,4535,4300,4390,40749,178950885,-1.57
049550,6710,6730,6480,6660,23506,154626970,-0.6
254120,1675,1675,1590,1660,76494,124497425,-1.19
043910,1355,1490,1340,1375,8126769,11549061120,1.48
234920,2495,2495,2430,2445,3940,9648150,-2.4
289220,20350,20950,19700,20300,103540,2094988550,0.5
317400,6010,6080,5650,5880,79091,459435770,-2.16
033240,22400,22650,21300,22050,287359,6284305050,-1.12
174880,1375,1450,1350,1440,78952,110203245,3.23
049630,687,692,663,667,248313,167976906,-3.33
000950,48700,49950,47650,49150,761,36622150,0.92
110020,4225,4600,4225,4410,60978,269321910,4.38
208140,2190,2220,2090,2140,156532,335956855,-2.51
040420,7440,7440,7320,7410,22087,162529570,0.54
045510,2295,2550,2070,2115,28469305,66330141300,3.17
217190,6550,6550,6100,6170,37448,233737540,-4.93
095700,29800,30100,29000,29400,89128,2628635650,-1.18
072520,1690,1700,1580,1615,60208,97971890,-4.44
122310,8000,8050,7740,7800,33695,264788110,-2.13
361390,20750,20900,19450,19700,102054,2040464600,-4.6
066830,3495,3495,3495,3495,5,17475,0.0
187420,5180,5250,5010,5010,43696,223272840,-3.28
225220,11050,11650,10950,11250,50050,563577500,1.81
123330,3735,3850,3550,3760,27884,102869850,0.27
159580,6310,6350,6000,6160,16948,104067720,-3.14
147830,2845,3450,2775,2930,6202273,20005337225,3.9
033100,7100,7950,6800,7250,4214764,31596698550,4.62
079370,20050,20300,19100,19900,75071,1471716100,-1.73
054950,16900,17150,16550,17100,45357,767247700,3.01
023440,2010,2100,1910,2000,91796,183927440,0.0
090470,5740,5930,5680,5780,5891,33850390,0.17
287410,6720,7040,6700,6800,730188,5025226570,1.34
137950,7910,7970,7430,7600,319765,2440826630,-3.18
033320,4835,4870,4615,4660,66686,313494615,-3.82
348950,4670,4700,4500,4595,1689798,7688944895,-2.34
204270,5100,5100,4880,4970,17963,88284575,-0.6
194370,15450,15550,14700,15150,52814,792060300,-1.94
026040,2785,2825,2605,2755,52679,144352905,-1.08
126880,5290,5460,5130,5200,435986,2312777310,0.78
322510,4380,4500,4275,4420,15430,67150200,0.57
254160,6560,6560,4955,5840,20,116655,0.34
033050,1055,1055,1020,1055,146989,152129420,-0.47
094970,3135,3190,3035,3105,186418,576973330,-1.11
058420,0,0,0,2160,0,0,0.0
025620,936,964,871,955,490733,459567837,0.0
089790,6250,6290,5970,6090,68798,418514800,-3.33
030000,24050,24600,23850,24150,217226,5250859500,1.47
052670,1810,1820,1740,1780,52366,93042060,-1.11
271980,19400,20000,19250,19400,17261,336295050,0.0
001560,8650,8880,8300,8760,54924,469493460,0.34
199820,11200,11700,10600,11350,33018,369475300,3.18
038010,7120,7170,6410,6610,282956,1905228290,-6.37
002620,11350,11400,10800,11300,11077,122762450,1.35
276730,2055,2120,2025,2030,240636,496207400,-0.49
080220,4035,4090,3905,3975,294951,1168893390,-0.75
006220,4880,4885,4500,4525,124098,572408290,-7.27
089590,15300,15350,14750,14850,217271,3251874550,-2.94
216080,12800,12900,12100,12700,29653,369226150,-1.17
229000,8660,8770,8350,8500,7189,60614100,-2.19
248020,0,0,0,2500,0,0,0.0
082270,13150,13250,12600,12700,167423,2151723500,-3.05
064800,1300,1310,1225,1270,185114,231685655,-2.31
044060,12800,13250,11650,12300,2704976,33917140400,-6.11
004910,6150,6240,5890,6000,29670,177216610,-2.12
004700,42800,42800,41250,41300,467,19656150,-1.08
001550,19300,19450,18650,18950,46545,886526550,-1.81
000480,79900,79900,78800,78800,581,45856100,-1.38
120030,163000,175500,137500,166000,445286,70663689000,3.75
034940,2715,2760,2660,2715,62173,168157175,0.0
067000,4510,4690,4455,4585,217777,992166155,2.0
018470,1560,1595,1485,1540,1045278,1595622730,-0.32
002600,172000,172000,167500,172000,57,9648500,0.0
185750,87000,87900,86100,87600,16657,1448350300,0.69
063160,27450,27800,26600,26750,14715,398656100,-0.93
001630,57200,57200,55300,55500,2943,164141600,-1.94
033340,0,0,0,1055,0,0,0.0
036930,16100,16400,15650,16100,457357,7339612200,0.0
044380,779,830,750,770,204254,160164262,-0.13
239340,3895,3925,3670,3730,352008,1323711515,-3.62
051980,676,699,650,681,62335,41877300,0.74
072020,11900,11950,11400,11600,15416,180153800,-1.28
000440,21650,25800,21650,22550,415172,9823040550,5.37
078650,0,0,0,2120,0,0,0.0
228760,13950,14000,13000,13800,185173,2499850200,-0.72
314130,17950,18700,17250,17650,30989,553996800,-1.12
013890,47650,48800,47100,47950,21468,1027401250,0.31
389030,11400,11600,10300,10650,408837,4454392450,-6.58
043610,3570,3650,3435,3485,100804,354561735,-1.83
263860,7630,7760,7320,7530,29987,226413920,-1.18
303030,2215,2250,2100,2150,533989,1158445465,-3.37
036180,798,801,748,758,244940,187005677,-5.49
208350,3505,3625,3465,3510,25531,89710455,-0.28
144510,54200,55000,52500,53700,51512,2776316900,0.37
382480,3090,3125,2830,2885,572100,1680749565,-6.63
382800,11100,11200,10800,11150,24411,268949800,0.0
299480,840,840,840,840,1,840,-0.24
051160,11200,11300,11050,11200,53401,595962950,3.23
053050,4590,4960,4525,4615,2351021,11098784680,1.32
119850,4265,4440,4105,4155,105096,442114160,-3.15
270520,2710,2730,2580,2595,192490,505948525,-4.6
065060,571,577,544,551,232842,130024936,-3.5
204840,917,917,882,896,126870,112901663,-0.88
013870,5220,5290,5060,5120,33508,172893750,-1.92
071320,30800,31000,30100,30450,1643,49720800,-1.14
311320,16350,16450,15350,16200,33600,529842550,-0.31
035000,5740,5740,5660,5690,4092,23275650,0.18
388050,32250,32750,29600,30700,555286,17282383400,-4.51
219750,0,0,0,1425,0,0,0.0
088790,2710,2755,2675,2725,76612,208518700,-0.37
018120,23150,23600,23150,23350,2003,46819850,0.0
109820,5460,5770,5300,5520,486532,2694557680,1.28
086060,4470,4535,4230,4300,124577,543176975,-3.8
036890,10400,10500,9850,9990,205414,2062705590,-2.54
363250,8930,9150,8740,9050,11602,104261140,0.0
003780,7250,7250,6750,6830,213881,1481886510,-5.79
007370,5830,5830,5490,5540,28679,160049220,-1.07
010640,5330,5450,5070,5170,101315,533010960,-3.9
100250,3540,3560,3430,3500,83355,290255300,-1.96
051630,3600,3755,3285,3595,67150,237696020,-1.1
272450,13400,13850,13200,13450,144366,1961974400,0.37
011000,10100,10150,9450,9790,655449,6402358940,-2.59
250030,4500,4500,4300,4300,11,47500,-4.44
002780,1710,1770,1630,1635,3023536,5104748840,-1.21
002787,14350,14500,14350,14500,711,10237550,1.05
002785,5510,5510,5410,5410,1196,6506440,-1.81
233990,879,879,731,793,767,607772,0.51
085660,14350,14450,13800,14150,210508,2976812950,0.0
261780,6210,6300,5830,5950,994246,6024778790,-3.25
009310,788,798,775,786,208651,164099533,0.64
158310,0,0,0,1680,0,0,0.0
094850,9610,9830,9350,9580,58107,558622220,-0.42
004650,12000,12050,11600,11800,65679,774931200,-1.26
278280,203100,216500,201100,204200,106286,22002568300,-0.63
000650,62900,62900,61700,61700,352,21807200,-0.32
140290,499,584,499,581,5484,2762513,13.92
362320,10950,11000,9280,9500,3557280,35623937440,-15.56
066360,1210,1210,1140,1145,8999,10475865,-1.72
033250,1015,1025,985,1000,124519,124526823,-1.48
047820,14150,14400,13700,14100,56212,786360100,-1.4
052300,771,787,738,756,253880,192006897,-1.82
118000,936,955,916,933,183721,170649450,-0.96
094360,14450,14650,13800,14350,86184,1228126800,0.0
016920,2185,2230,2095,2140,157334,340665480,-2.06
284620,0,0,0,1985,0,0,0.0
035720,67300,69000,66200,68100,1019171,69140963200,1.19
293490,48850,49000,46150,46700,965476,45446640750,-3.41
323410,29050,29800,28750,29450,1640600,48002695100,1.73
377300,60100,61400,59600,60800,323669,19562734000,2.01
042000,11950,12100,11500,11850,58288,686425000,-0.84
006380,2840,2870,2705,2740,170585,469511330,-3.52
317530,5370,5540,5250,5540,35740,192041230,1.09
071850,1885,1915,1845,1900,17226,32035680,-1.3
050110,1995,2190,1975,2190,26170029,55966036445,12.31
223310,0,0,0,3320,0,0,0.0
109070,0,0,0,4100,0,0,0.0
900310,1030,1045,984,984,801013,806096128,-4.0
078340,71200,73200,68900,70000,78452,5524953600,-1.69
063080,48200,49350,46800,47250,61503,2939711100,-1.97
307930,5670,5730,5400,5600,53515,294261990,-1.23
079190,1265,1275,1225,1235,92422,114744975,-2.37
263700,5580,5710,5470,5660,44323,247476180,1.43
214370,93900,95600,91900,93900,28085,2621441800,1.51
221980,12550,12800,12400,12600,8847,110591250,-1.18
001620,591,598,573,584,99114,58106287,-1.68
342550,0,0,0,2290,0,0,0.0
424140,2105,2120,2100,2115,47482,100244455,0.48
192250,1725,1805,1575,1720,2676951,4620818010,3.93
029460,18100,18200,17150,17700,65028,1135043500,-2.75
115500,6240,6240,5720,5860,62695,371527820,-2.01
281820,17700,17700,17000,17100,105668,1834346500,-2.29
089150,5840,5840,5060,5180,468161,2547327500,-3.36
025880,3485,3605,3335,3465,321520,1105034895,-1.28
093320,47500,47500,46500,47200,3005,141260900,-0.42
073010,2180,2245,2065,2105,146712,312608555,-2.77
105330,8590,8590,8210,8340,9763,81766020,-2.8
272110,11950,12050,11550,11600,66226,773801850,-2.93
039420,2630,2665,2510,2575,110419,284458465,-2.83
083550,6190,6190,6000,6070,8524,51762700,-0.98
032500,25500,25750,24750,24900,97077,2437562350,-1.78
225430,1460,1505,1415,1425,75995,109692480,-3.39
102370,27600,28550,24550,24950,1247491,32772307850,-10.89
381970,19800,19850,18650,19150,175955,3357165600,-3.04
