티커,시가,고가,저가,종가,거래량,거래대금,등락률
054540,4335,4360,4035,4150,132067,551127810,-4.16
065570,4805,4850,4670,4670,15026,71185185,-3.71
005680,10600,10700,10200,10350,29439,304856450,-2.36
003720,2445,2465,2270,2355,82568,196687460,-3.88
023000,2505,2540,2455,2490,13163,32822035,-1.19
004380,11950,12000,11350,11900,50219,584457600,0.0
002450,1385,1385,1325,1340,146680,196885440,-2.55
032280,1995,2040,1930,1990,89425,176740525,-0.25
002290,3575,3600,3430,3455,62302,217720820,-2.95
004440,7530,7820,7080,7100,11022,79698040,-4.7
000520,7970,7970,7260,7410,174446,1308318850,-5.24
009770,26500,26600,25600,25700,4346,113789450,-4.64
037460,9620,9700,9250,9600,40648,382780450,-0.1
032750,6330,6400,6120,6370,6840,42946240,-0.47
054090,3250,3320,3005,3065,2561169,8032836215,-4.07
005500,24600,24700,24400,24450,17098,418937700,-0.61
000250,31650,32350,30450,31150,194712,6095837950,-1.58
004690,176000,182500,176000,182500,25639,4585516500,3.11
024950,7420,7460,7100,7220,69862,504605970,-2.83
038500,3915,3935,3755,3785,212435,814827800,-1.94
017480,5490,5490,5150,5320,59475,310951100,-3.1
010960,3885,3950,3770,3800,80299,308586490,-3.06
046390,3510,3695,3390,3485,1054012,3744465720,0.43
004450,35500,36400,35000,35950,6634,234817250,2.42
009470,17450,18050,16800,16900,18736,319744800,-3.15
011230,2955,2980,2855,2855,14749,42761180,-4.83
001820,39000,39250,37700,38250,41840,1606227100,-1.92
000390,6630,6750,6260,6430,24293,155362030,-1.98
027580,1440,1480,1425,1455,213924,309087810,1.39
038540,8490,8620,8320,8470,159419,1347505300,-0.7
101000,744,763,740,747,36275,27111129,0.95
415580,2120,2120,2110,2115,3154,6665045,0.24
001290,971,972,958,970,21571,20817161,-0.1
041650,3295,3295,3080,3120,31283,98202805,-3.11
091580,15400,15400,14650,14900,241002,3598422850,-2.61
263810,3290,3320,3190,3250,40002,129650065,-1.96
089980,28550,29000,28000,28300,70478,2006155200,-1.05
042940,1045,1075,1005,1020,890270,924384995,-0.97
042600,19000,19300,17900,18900,59755,1113996850,-0.53
075180,4670,4795,4555,4640,915,4225505,-0.64
252990,4650,5220,4480,4810,3058303,15214680595,5.6
007540,57200,59000,54200,56900,80387,4518120600,-2.23
248170,35500,36450,35150,35550,23828,850119700,2.16
294630,2830,2845,2700,2785,94484,261140105,-2.11
038070,11450,11600,11050,11200,57004,643322950,-1.32
006730,7300,7440,7030,7100,192606,1384078860,-1.66
079650,1915,1940,1845,1900,33630,63542125,-3.31
100660,8490,8520,7350,7660,2227962,17546351600,-8.59
007860,6990,7090,6790,6860,81675,567029490,-1.29
200880,8030,8130,7640,7780,239843,1893801570,-2.14
019770,6820,6910,6140,6360,920453,5994990290,-5.36
017390,237000,240000,236500,238500,9162,2188601500,0.63
043710,953,1005,918,950,79766,75233213,-0.73
092190,6290,6390,6110,6230,63580,395534010,-0.95
046890,10200,10300,10000,10150,217356,2202191700,0.0
004410,248,252,240,242,3456526,847323752,-2.81
004415,3240,3320,3240,3240,629,2053100,-1.82
063170,18700,18900,17450,17850,287500,5181455300,-5.05
027040,667,699,667,669,38061,25539077,0.0
018680,4515,4730,4280,4500,10422,47255580,-2.07
021050,1360,1400,1295,1310,168169,224065820,-3.68
093920,5480,5480,5300,5400,22856,122596530,-1.82
189860,10050,10250,8940,9000,476848,4490773710,-10.0
178320,14700,15000,14150,14200,211125,3044925100,-3.07
122690,3050,3080,2880,2950,132723,391832535,-4.68
140070,3555,3555,3270,3355,306340,1022059915,-4.55
011370,1315,1440,1270,1440,810949,1094917585,9.51
065710,18150,18150,17550,17850,5053,89700300,0.0
008490,32800,32800,31400,32450,13285,424165250,-0.76
035890,1445,1445,1360,1380,657950,923147910,-3.16
357550,16200,17100,15900,16950,125606,2092091700,5.28
003100,88000,89000,87000,87700,70016,6133666100,-0.34
007610,0,0,0,3000,0,0,0.0
067370,16850,17950,16500,17100,11882,201576350,-3.12
171090,16350,16550,15700,16350,61355,991969700,0.0
136490,9800,9960,9310,9700,134445,1283279420,-0.72
086710,5540,5590,5300,5440,35091,189959890,-1.81
014620,11500,11700,10800,10950,731019,8106582450,-4.78
037350,5400,5470,5010,5060,219985,1140488300,-5.42
014910,1690,1715,1630,1635,99495,166407445,-3.82
014915,8120,8240,8120,8120,6387,51745700,-1.58
003080,3480,3580,3405,3500,885295,3250399850,1.01
004980,9230,9300,8870,9020,74071,671215900,-1.74
004985,13200,13600,12800,13200,7593,100315700,-0.75
011300,533,543,527,534,888441,474953328,0.0
081580,2760,2800,2680,2730,68523,186324980,-3.02
045300,4430,4445,4150,4300,111225,479194185,-2.05
015750,4335,4370,4140,4200,212270,896081085,-2.55
000180,1990,2015,1900,1930,123835,241434195,-3.5
080470,6710,6740,6460,6610,17189,113664080,-0.9
043260,1455,1480,1430,1445,213666,308927525,-1.03
148150,17300,17400,16150,16400,43637,726871150,-3.53
002420,8460,8600,8150,8230,11287,93803960,-3.74
053060,1355,1390,1300,1320,245187,329383385,-2.58
340440,2990,3495,2865,3170,15181451,49981863375,10.45
017510,3750,3950,3735,3800,135338,517751290,1.74
004360,10200,10300,9800,9980,45523,454464770,-1.19
004365,6920,6920,6610,6740,193,1288860,-1.61
004490,51300,51800,49100,49900,26233,1312335100,-2.54
011560,8250,8440,7750,8010,105956,852769200,-3.61
396300,6500,6590,6010,6160,1083361,6774647810,-3.75
001430,15350,15350,15050,15050,32423,490321300,-1.31
306200,166000,168500,154500,156000,36558,5867576000,-4.29
003030,142000,145000,131000,139500,35436,4830455000,-0.36
019440,14100,14100,13550,13750,8117,111258050,-2.83
058650,96100,96300,94500,96300,398,37724900,0.0
013000,1565,1585,1485,1550,215043,328752060,-0.96
100700,3030,3075,2965,3025,92205,277870410,0.0
024830,0,0,0,6280,0,0,0.0
091090,597,606,575,587,549924,324083666,-1.51
021820,0,0,0,8090,0,0,0.0
067830,2780,2795,2710,2780,19730,54053005,-0.71
033530,5250,5350,4935,5100,48127,245792085,-3.23
258830,3300,3455,3300,3355,521280,1763860910,1.82
036630,720,740,680,740,490047,352854204,1.65
039310,2600,2610,2520,2600,21064,54038670,0.0
075580,6340,6380,5850,5890,617517,3679560290,-6.06
067770,3385,3440,3250,3330,39381,131907985,-2.49
053450,7780,7800,7510,7780,29207,223488990,0.0
234340,18600,18800,17950,18100,10999,200883150,-2.69
027970,1330,1330,1270,1275,127481,164107950,-4.14
252500,1255,1275,1205,1255,151497,188204935,0.4
347000,12950,12950,12250,12300,11346,141519200,-2.77
308170,12350,12350,11200,11500,26442,304193050,-3.36
012600,0,0,0,2490,0,0,0.0
331920,6660,6730,6510,6650,23108,152554320,-0.89
049180,4505,4575,4055,4145,670260,2910913470,-6.96
299660,17450,17650,16750,16850,44525,765010600,-3.44
268600,23000,24350,22650,23600,275217,6479058300,6.31
108860,6510,6510,6050,6330,125512,780578460,-1.4
208370,2155,2260,2075,2110,64786,138803905,-2.09
258250,7140,7140,6820,7040,617,4222040,0.0
068270,179000,181500,177000,179500,422485,75753358000,0.28
068760,79000,80000,77400,77400,89770,7054444100,-1.4
091990,69600,70100,68700,69100,726617,50458378400,-0.58
060230,3505,3560,3360,3400,238872,821353650,-2.02
290690,8560,8590,8020,8200,28293,230873320,-4.09
053110,0,0,0,3960,0,0,0.0
950200,5130,5200,4900,4990,36332,182273330,-2.54
032680,1635,1690,1575,1655,533426,870914045,0.61
032685,24900,27850,24200,27850,255,6470900,11.85
258790,1560,1575,1495,1520,55671,85232515,-2.56
066910,2145,2165,2125,2165,105305,225563880,0.0
043100,518,530,509,521,194911,101105215,0.97
336370,43650,44000,41200,42500,277177,11676715200,-2.63
33637K,10350,10500,9870,9970,17732,177627370,-4.13
33637L,13250,13600,12950,13050,1011,13241100,-1.14
154040,2595,2660,2550,2645,31372,81816995,0.95
248070,19450,19500,18950,19300,112077,2154158900,-1.03
035610,3435,3470,3320,3430,41844,141668915,-0.44
357780,216300,218500,208000,214200,32044,6775962100,-1.52
036830,18750,19200,18400,18750,22840,428678450,0.27
304100,8820,8820,8400,8580,21807,186132060,-1.27
004430,20450,20600,19350,19400,335347,6626725850,-5.37
086980,4580,4735,4480,4505,483634,2217371810,-0.77
050960,10150,10550,10000,10050,9998,102146260,-0.99
017550,3270,3295,2945,2985,1654177,5079821310,-7.73
253840,10600,13250,10450,13250,3344497,41905879250,29.9
185190,3005,3190,3005,3190,1822,5475295,-3.04
236200,21500,21800,21250,21400,12352,266157600,1.18
317770,13650,13950,13300,13500,8067,109896800,-2.17
094840,5830,5880,5520,5600,18248,103080080,-3.78
192440,36450,36450,35500,35500,4923,175410600,-0.98
099440,3030,3080,2515,2645,3278733,8987792805,-10.64
053210,8180,8250,7990,8050,44899,361846430,-1.47
033790,0,0,0,829,0,0,0.0
131100,2855,2900,2765,2775,23908,67064935,-2.8
276040,11750,12000,10600,10900,97553,1087583300,-6.84
159910,231,236,220,223,862180,194428060,-1.76
115570,4365,4420,4260,4320,31052,134844370,-2.04
258540,2900,2900,2500,2700,2050,5277230,-3.4
330730,5940,6090,5550,5650,169299,963668270,-4.4
253450,71200,72700,70100,70900,110372,7883004900,0.14
204630,6740,6740,6350,6520,36187,235701260,-2.1
026890,7060,7200,6850,6980,265047,1865898240,-0.99
013810,5920,6000,5440,5550,417569,2380199480,-5.13
049830,10200,10400,9770,9940,22061,221071140,-2.55
020710,4910,4975,4670,4785,50346,242145660,-2.55
033170,1565,1610,1500,1545,783549,1214654720,-1.28
048870,3520,3580,3435,3500,211712,740610465,0.0
025320,3045,3150,2965,3075,3107932,9553006685,1.99
134790,42800,43150,42100,42250,359,15213600,-1.63
269620,0,0,0,889,0,0,0.0
131090,1000,1010,974,1005,106854,105909931,0.5
232830,2990,2990,2890,2970,899,2612405,0.0
139050,612,619,585,591,596146,356226850,-3.9
016590,86900,86900,86300,86800,99,8594600,-0.12
290520,4730,4770,4450,4690,32658,149175755,-1.37
029530,31600,31950,31500,31700,16585,526601650,0.32
004970,10400,10450,10250,10400,5103,52901050,-0.95
001000,1660,1700,1600,1605,87900,143774675,-4.18
025870,9740,9810,9330,9490,22403,214709320,-2.87
215600,0,0,0,12100,0,0,0.0
065350,9630,9700,9000,9640,136434,1295801960,-0.31
011930,2095,2115,1950,1975,2054011,4122972850,-5.28
005390,2835,2880,2650,2805,362399,1005873320,-1.75
004170,215500,218000,213000,217500,28382,6118710000,0.69
035510,13550,13800,13200,13400,30518,410456600,-1.47
034300,25750,25950,24100,24600,11863,291316300,-4.28
031430,30000,30450,28550,29550,142713,4184774850,-2.15
031440,56600,56900,55000,56700,3470,194517300,0.53
006880,14850,15450,13100,13600,1398400,19619059950,-10.82
002800,4550,4710,4545,4590,10847,49924330,-1.5
344050,0,0,0,2285,0,0,0.0
419270,2140,2145,2140,2140,1632,3492895,0.23
005800,11300,11350,11150,11200,3371,37869600,-2.18
001720,55900,55900,54800,55200,1694,93511900,0.18
001725,56000,56000,55600,55600,246,13732100,-2.11
009270,1585,1615,1555,1575,767044,1208586465,0.0
009275,0,0,0,26800,0,0,0.0
017000,7110,7420,6730,6790,483622,3430689030,-4.23
002700,2405,2430,2235,2290,5396225,12647337310,-3.17
012790,8040,8190,7900,8040,15713,126347550,0.0
138070,7860,8320,7730,8320,426373,3452838430,6.53
226330,9040,9190,8620,9000,65512,579467350,-0.33
019170,20900,22750,20900,21850,944927,20752258450,4.8
019175,39200,45100,39200,41950,43978,1914251550,12.02
002870,1480,1580,1435,1440,154310,227483115,-3.68
404990,4890,4890,4700,4810,131269,625514190,-1.54
293940,7750,7770,7450,7620,89201,672566630,-0.65
333050,0,0,0,2170,0,0,0.0
366330,2120,2125,2110,2115,7356,15555065,-0.24
393360,2170,2170,2140,2150,7057,15122355,-0.92
405640,2140,2145,2115,2135,5695,12118575,0.23
055550,37550,37900,36700,37250,1275013,47542755700,-1.72
056700,3910,3960,3750,3920,2521584,9736086810,1.16
187270,5650,6120,5300,5490,1024548,5800389570,-2.66
004080,16100,16300,15950,16100,3863,61922800,0.31
243840,51400,52100,48100,48950,77044,3794167500,-4.77
257720,25350,27000,24200,25500,2215023,57265506300,6.25
222800,36850,37300,35000,35600,589820,21031735400,-3.39
036710,3800,3840,3575,3640,181232,664117900,-4.21
160980,13650,13650,12700,13350,34100,443930100,-1.84
356890,8340,8460,8000,8300,9972,81581190,-0.84
217330,57800,59700,57400,58300,18491,1089660600,-0.17
102280,534,543,514,521,9540253,5024242219,-2.43
003410,6890,6930,6680,6770,374176,2519454570,-0.73
010280,1165,1205,1105,1110,1694198,1924426125,-1.77
003620,0,0,0,2770,0,0,0.0
004770,2585,2760,2525,2575,1789340,4715260145,1.38
217320,0,0,0,6840,0,0,-0.15
208640,1105,1105,1015,1060,714306,747761340,-2.75
222420,2035,2040,1925,1960,168081,331220780,-3.21
037760,1600,1610,1535,1590,128865,202417725,-0.63
099320,34000,34000,31750,32600,77647,2530672500,-2.98
015540,0,0,0,6410,0,0,0.0
049960,13350,13600,13100,13250,9688,128300900,-0.75
050890,4710,4725,4570,4620,169132,782501990,-1.91
066790,538,538,519,529,79227,41645185,-2.94
222080,13900,14300,13200,13500,2546457,34866130950,-1.82
004920,1410,1550,1155,1225,12098366,16844340030,-12.19
236030,6790,6790,6790,6790,1,6790,1.95
103660,0,0,0,5950,0,0,0.0
352480,17550,18200,16600,16700,23724,405039650,-6.18
245450,0,0,0,2090,0,0,-0.24
264660,11400,11500,11300,11450,2676,30504150,0.0
352700,5130,5200,5020,5140,81838,416935130,0.0
297090,12550,12550,11000,11450,1410140,16302937950,-9.49
112610,56100,56400,52900,53900,258941,13980452400,-3.92
359090,1735,1735,1630,1720,98654,166255880,-0.58
286000,3700,3900,3700,3900,21,81700,5.41
115530,405,427,397,404,199561,81313529,-0.25
115480,1020,1030,984,1000,365967,364405380,-1.96
376290,4375,4410,4250,4325,52538,227304495,-1.03
189330,11900,12200,11200,11800,18724,218367000,-0.84
096530,34700,35550,34200,35050,1118805,39062877050,3.39
900120,241,252,233,240,604918,146342650,-0.83
101240,6450,6530,6280,6420,32357,205691850,-0.77
060590,7630,7770,7400,7450,46438,349190550,-2.61
260930,6710,6980,6350,6480,19461,127384650,-3.28
013990,2810,2850,2690,2770,84006,232435395,-2.46
123860,22350,22350,20800,21600,13135,283376900,-2.7
025980,6590,6640,6340,6520,483709,3135010190,-0.46
008700,2360,2370,2200,2250,2122088,4846983920,-3.23
058220,0,0,0,275,0,0,0.0
125210,11100,11200,10400,10650,223059,2378431900,-4.05
002790,37000,37900,36800,37350,98105,3668162500,0.27
00279K,31650,32000,31350,31350,1219,38723850,-1.88
002795,14450,14450,14100,14200,3859,54808900,-1.05
090430,131000,131000,126000,128000,190071,24315876500,-1.92
090435,51300,51900,49850,50000,3536,177848850,-2.53
357580,12650,12650,11600,11900,73354,880783800,-4.03
052710,22100,22200,20700,21100,27528,580035200,-3.87
074430,2710,2725,2510,2595,3078742,8008914575,-2.44
092040,22550,23000,21400,22100,94430,2091925250,-2.43
083930,10400,10550,9980,10100,43622,441510360,-2.88
149950,15300,15350,14600,15150,12398,185186200,-0.66
036010,9340,9470,8950,9300,137822,1256499630,-1.59
002030,122000,122000,117000,117000,1699,200546000,-3.7
183190,10400,10400,9780,9830,123671,1230292720,-4.1
002310,33600,34350,33200,33800,9908,332067650,-1.46
050860,2840,2850,2655,2715,270048,733971970,-2.51
012170,1140,1155,1120,1145,179355,202696995,0.44
136410,13350,13350,12300,12700,76425,969575000,-2.68
246720,4150,4150,3830,3905,120100,473804620,-5.56
067390,5100,5190,4990,5060,63427,320649840,-0.39
159010,21700,23200,21650,22700,83447,1883103300,4.13
127710,1990,2010,1885,1925,84265,162259165,-3.51
267850,13750,14000,13200,13400,12701,172035450,-3.25
020560,15250,15400,14850,15250,262482,3970598500,0.66
154030,4370,4385,4135,4280,67799,287445940,-0.58
227610,1505,1540,1450,1510,84363,126529840,-0.66
143160,23950,24000,23200,23900,13645,322139950,0.21
054800,12100,12150,12000,12100,5374,64811050,0.41
332370,7350,7700,7150,7270,29445,214858850,-1.49
122900,10150,10200,10000,10100,42106,423017650,0.0
339950,1995,2065,1935,1960,71836,142119740,-2.73
099190,28650,29400,28250,29000,23817,684283300,1.22
289010,4065,4190,3980,4010,50282,203505925,-2.2
214430,17100,17150,16550,16900,10329,172712200,-0.88
040910,9100,9130,8890,8910,46630,417159660,-2.52
068940,3770,3940,3685,3770,858263,3262268775,0.13
052860,2985,2985,2780,2850,24473,69365565,0.71
010780,40300,40300,37950,38650,89733,3474167200,-2.77
069920,8300,8940,8250,8670,323238,2795832270,3.96
038880,743,858,737,802,13359480,10821651641,11.23
307180,3910,3935,3685,3780,137340,517846515,-2.07
101390,4620,4735,4535,4600,9558,44200715,-2.34
078860,685,699,663,671,383282,259114591,-2.04
114810,6960,7050,6570,6840,101363,684583860,-1.58
090150,1670,1705,1605,1650,351662,580922535,0.92
123010,754,820,710,739,3078420,2357436226,-2.76
031310,2690,2720,2580,2635,44611,117213865,-2.04
185490,8370,8650,8210,8550,157381,1326330320,2.03
059100,6030,6040,5890,6040,13631,81310750,-0.98
149010,8390,8390,7390,7790,187,1439480,-4.88
262840,7330,7420,7010,7390,14246,103279270,0.41
175250,12650,12900,11800,12350,408439,5061485150,-1.98
052460,3495,3595,3460,3460,22077,77237760,-2.81
119830,8170,8310,8140,8220,104716,857909830,0.61
052770,0,0,0,2085,0,0,0.0
124500,4155,4155,3940,4045,67789,269913505,0.25
372800,9440,9580,8820,9080,26349,238902760,-4.22
084850,31200,32300,30500,30750,64165,2016986750,0.0
114840,11550,11600,10800,11200,67630,750048050,-2.18
027360,2600,2645,2500,2515,241648,616115950,-1.95
139990,9880,10200,9640,9720,87674,864444100,-2.31
032080,2095,2360,2005,2040,462790,1014154610,-2.86
013310,2645,2695,2520,2580,271922,703627945,-2.46
059120,9050,9220,8820,9120,126017,1138000080,1.45
158430,25200,25300,23850,24350,29366,711818150,-3.37
149300,1695,1695,1500,1500,458,690090,-10.45
067160,79600,81200,76800,77900,109137,8548803000,-1.39
001540,8100,8100,7780,7910,14294,113477000,-1.49
053800,84600,87600,84300,85500,113342,9749793400,1.06
251280,9580,9580,9400,9570,21,199330,-0.31
065660,20100,20550,19600,19850,43954,877035650,-1.73
297570,1545,1670,1490,1540,537855,835018225,1.32
001780,2940,2970,2810,2830,761563,2183369045,-3.74
260660,5880,5960,5740,5900,47201,275159210,0.0
361570,13300,13350,12500,12650,85011,1089485950,-3.44
131370,4210,4305,4145,4295,165100,702434260,3.49
140670,12950,12950,11800,12400,202907,2483305650,-2.75
096610,2850,2890,2735,2875,58432,163404900,0.52
061040,5000,5060,4895,5020,98585,488120315,0.4
148250,7720,8000,7650,7870,28820,224813890,0.25
347860,12600,12850,12050,12450,57449,718123550,-1.97
196170,59000,61100,57400,58600,300412,17702677100,1.56
123750,3085,3225,2955,3205,123449,382195300,3.89
085810,1540,1555,1450,1510,99740,149234280,-1.95
117670,2455,2500,2390,2455,115311,280917350,0.0
291650,14150,14300,13600,13600,419505,5808863550,-4.9
293780,14000,14200,13400,13550,241290,3330833050,-2.52
267810,1775,1775,1405,1405,685,984325,-14.59
018250,14250,14250,13650,13700,15332,212351550,-2.49
161000,8200,8330,8090,8150,51686,424403280,-0.24
196300,9050,9190,8990,9070,5649,51257720,-2.16
310200,2555,2645,2495,2590,151501,389426510,1.57
179530,4965,4985,4485,4650,222062,1037267555,-6.34
900100,0,0,0,3585,0,0,0.0
205500,2570,2570,2445,2480,58489,145575930,-3.5
052790,8500,8600,8100,8350,21532,178447060,-1.76
290740,6970,7120,6680,6970,33555,228850280,-0.29
238090,5950,6060,5830,5900,53944,319498150,-1.83
092600,3400,3445,2725,2795,2202141,6476204135,-20.26
129890,11850,12150,10900,11100,98037,1129991650,-5.93
174900,10650,10800,9950,9980,121120,1228351190,-6.73
255440,8580,8670,8440,8560,12536,106959480,-0.23
030960,6920,6990,6730,6900,13055,89545510,-1.43
102120,9730,9760,9340,9640,74681,710850090,-0.62
263540,0,0,0,10900,0,0,0.0
238120,9020,9330,8740,9030,12667,114207540,-0.55
224810,5140,5140,5140,5140,1,5140,-14.9
019990,10450,10650,9750,9890,225483,2271454730,-5.36
011090,1330,1330,1250,1285,160408,206015555,-1.15
136510,0,0,0,11600,0,0,0.0
056090,10350,10450,10050,10300,116123,1187625300,0.49
270660,25200,25450,24300,24950,40351,1004618650,-0.8
038680,5260,5260,5050,5240,79991,411807310,-1.32
137310,38500,40700,38500,40350,409420,16386612450,6.46
217480,1720,1735,1630,1670,63819,107522335,-2.34
121890,0,0,0,739,0,0,0.0
097780,0,0,0,3385,0,0,0.0
042110,2500,2540,2345,2410,1666029,4068322435,-0.82
298060,9520,9560,9210,9260,4639,43449900,-2.22
065420,710,714,696,705,719640,504584025,0.0
270210,4300,4300,4300,4300,41,176300,0.0
103230,0,0,0,2505,0,0,0.0
260970,18500,18900,17900,18300,9113,166259700,-0.54
101490,19000,19200,18250,18550,111830,2073198850,-2.37
095910,4575,4630,4200,4350,732840,3207956395,-5.64
275630,4355,4380,4260,4290,10886,47084865,-2.5
031330,3480,3550,3370,3490,136314,469750145,-0.29
060540,2595,2635,2505,2580,200497,511659320,-0.77
351320,3340,3340,3180,3245,71806,231988990,-3.13
056190,39100,40300,38500,39100,104696,4092976600,-1.01
080000,2760,2795,2625,2745,123973,331483525,-0.54
086460,0,0,0,8500,0,0,-15.0
005850,31000,31650,30350,30900,161203,4974843200,-1.12
214310,3550,3585,3385,3525,28990,100793810,0.28
246250,6850,6990,6650,6940,3772,25455890,-0.86
041510,63400,65700,62000,64600,528795,34155926800,4.36
010580,0,0,0,1530,0,0,0.0
299670,0,0,0,3050,0,0,0.0
007820,6150,6160,5970,6100,87235,527947130,-0.49
109610,3105,3835,3055,3835,11159191,41798511835,30.0
012750,64900,65400,64500,65400,36303,2359907400,0.77
306040,21000,21500,20350,20800,37708,782162700,-2.58
217910,320,360,320,360,403,135080,11.8
224020,3950,4000,3950,3990,540,2158075,1.27
408920,2185,2185,2135,2155,4655,10023725,-0.69
096630,1090,1125,1075,1100,111513,121962735,-1.35
069510,6860,6860,6330,6430,1854,12022380,-4.03
041910,7250,7390,7060,7380,18629,135012730,1.79
234300,3850,3900,3695,3750,37996,142340320,-2.6
039440,14500,14800,14200,14400,237381,3436980650,-1.03
098660,2280,2300,2120,2150,70727,152620615,-6.52
052020,6000,6080,5900,6050,132500,794411940,1.0
237690,86200,93500,86200,91800,130177,11645914200,5.4
050760,3250,3440,3030,3075,168109,531938205,-5.09
288620,22200,22400,20900,21500,43409,931676800,-2.71
317830,9620,9850,9050,9250,179759,1684342040,-4.24
058610,12950,13200,12250,12500,1135428,14312717700,-1.57
043340,1315,1345,1275,1310,593598,770926725,1.95
023960,2460,2485,2320,2360,93952,223672865,-1.87
298690,1425,1435,1380,1385,229584,321602450,-2.46
187660,2780,2905,2765,2820,174396,492200010,1.44
054630,285,290,276,280,373927,105161508,-1.75
200710,13000,13350,12500,12650,153719,1960064100,-2.69
096690,411,418,403,412,342623,140245064,0.49
140910,5660,5660,5460,5560,3495,19265680,-2.11
078520,5080,5190,5000,5010,22232,112036160,-1.38
298380,23850,23950,22900,23100,362403,8442434350,-2.53
203400,8050,8050,7500,7750,22691,176930620,-2.64
195990,903,924,886,904,1445871,1308424491,-0.11
003800,41950,42000,40850,41150,1043,43312350,-0.12
088800,6770,6800,6450,6580,312939,2067905320,-2.81
241840,18350,20100,18100,18600,373549,7146635050,4.49
312610,3195,3280,3015,3085,72104,222368165,-4.04
015260,2195,2245,2090,2105,169946,363322290,-4.1
234070,0,0,0,24850,0,0,0.0
072990,10750,10800,10250,10500,42456,443611450,-2.33
227100,6650,6710,6270,6360,136419,877519440,-4.36
044990,0,0,0,12150,0,0,0.0
239610,35600,35600,34250,35150,2712,94418850,-1.26
353070,2135,2135,2110,2135,16115,34279850,1.43
353060,2125,2125,2100,2125,16291,34582255,0.24
044780,1760,1765,1650,1700,169611,290285155,-3.68
357230,9170,9710,8800,8950,120215,1105020440,-2.93
071670,12750,12850,11950,12100,146837,1812078800,-5.1
045660,12250,12350,11600,11850,122685,1467039400,-2.87
224110,12350,12500,11850,11900,54033,654424400,-3.64
230980,802,802,767,781,133284,103889179,-0.89
021080,3090,3145,2970,3035,200543,608045240,-2.41
089530,997,1005,919,947,824709,779571466,-5.02
200470,4030,4030,3770,3835,110693,424932140,-4.13
207490,0,0,0,7450,0,0,0.0
262260,10800,10900,10200,10400,40862,427206600,-2.8
109960,523,530,490,507,232510,119326100,-3.24
007460,1790,1795,1625,1655,4393259,7490871250,-6.23
003060,599,600,578,580,549729,323157970,-2.36
244920,5400,5440,5150,5280,19787,103898460,-1.12
089970,16000,16000,15150,15600,93067,1447845550,-1.27
230240,23250,23850,22400,23400,109840,2540175850,0.0
230360,13450,13450,12850,12950,77857,1013823250,-2.26
038870,6150,6290,5960,6100,53420,326948840,-0.97
128540,6300,6310,5700,5780,766929,4528207170,-7.37
086520,68600,69700,65400,67400,258441,17346859100,-0.44
247540,110400,112900,106900,111800,648837,71404830500,2.95
383310,36700,37150,35550,36000,47510,1720922900,-1.91
038110,2730,2785,2530,2610,2449861,6516227915,0.38
073540,2945,2975,2825,2900,45293,131579740,-2.52
064850,6150,6300,6150,6200,9839,61130560,0.98
064090,2300,2400,2275,2375,34431,80468700,2.81
036810,14100,14250,13700,14250,68480,954970300,1.42
173940,5700,5720,5580,5690,4891,27621220,-0.52
083500,7570,7840,7420,7540,40101,303017060,-0.4
054940,1095,1115,1055,1090,155434,167479085,-0.91
950130,15700,16800,15450,16050,2295945,37338898600,5.59
205100,3635,3680,3540,3610,213654,766694805,-0.69
070300,2500,2500,2370,2430,20205,48656505,-3.19
092870,9690,9690,8790,9260,147930,1331559320,-4.73
317870,11550,11550,10550,10950,28223,302645550,-1.35
067570,3270,3415,3230,3260,58726,193190335,-1.66
236810,6420,6620,6260,6620,85535,551285570,2.64
140610,14450,14500,14000,14150,5458,77689150,-2.08
333620,12700,12800,12100,12500,32224,397633450,-1.96
101400,741,774,715,720,316303,234233488,-2.83
036570,350500,358000,349500,354500,123724,43837064000,1.29
217820,8280,8280,7790,7890,35341,280742340,-4.71
031860,1040,1230,1035,1155,4293048,5037555700,11.59
238170,687,687,687,687,2,1374,11.71
224760,0,0,0,3295,0,0,0.0
380440,2115,2115,2090,2100,55211,115967500,-0.71
391060,2110,2110,2100,2105,15734,33042055,0.0
391710,2620,2670,2565,2610,87089,226181040,0.38
396770,2125,2125,2105,2125,22550,47656980,0.24
422040,2125,2135,2120,2120,27533,58413205,-0.24
265740,10400,10500,9810,9910,26023,260826080,-3.32
354200,7380,7380,6970,7250,6800,48692370,1.26
093510,2000,2000,2000,2000,1,2000,0.0
208860,0,0,0,2205,0,0,0.0
183490,15400,15650,14850,15100,36552,552881900,-1.95
085310,889,889,842,844,131486,112462092,-4.42
182400,14500,14600,13800,14100,261652,3710086100,-2.08
348370,46600,47200,44100,44800,137492,6207966450,-3.55
069410,5190,5280,5080,5160,34296,176326270,-1.34
227950,1430,1440,1360,1390,306783,427365935,-2.8
291230,6460,6570,6250,6400,142614,911308270,-0.93
198080,2365,2365,2270,2270,29078,66872800,-0.44
048830,1960,1965,1845,1900,154612,294121390,-3.06
096870,3395,3475,3270,3385,15916,53617835,-0.59
276240,600,600,600,600,1,600,0.0
900140,2890,2890,2690,2765,187474,515362580,-2.47
376190,7060,7060,6860,6910,19704,136380780,-2.12
061970,8130,8190,7870,8000,146070,1166864410,-1.6
138690,0,0,0,982,0,0,0.0
290650,29550,31300,29250,30150,238231,7238600450,2.38
066970,200000,204400,194000,200800,761029,151612061500,1.16
